"Freq [GHz]","dB(S(Beam1_1_p1,Beam1_1_p1)) []","ang_rad(S(Beam1_1_p1,Beam1_1_p1)) [rad]"
2.96,-35.6118526880798,-0.449886522705905
2.97,-35.39631872598,-0.62496272398843
2.98,-35.1937511689892,-0.799791434592298
2.99,-35.003521821393,-0.974399467482996
3,-34.8250651686357,-1.14881048121126
3.01,-34.6578712344302,-1.32304545910836
3.02,-34.501479476045,-1.49712310552201
3.03,-34.3554735229879,-1.67106017513632
3.04,-34.2194766473647,-1.84487174831993
3.05,-34.0931478476091,-2.01857146302241
3.06,-33.9761784426951,-2.19217171057102
3.07,-33.8682891113576,-2.3656838017502
3.08,-33.7692273293699,-2.53911811068591
3.09,-33.6787651153847,-2.71248419593092
3.1,-33.5966970688498,-2.88579090795047
3.11,-33.5228386493045,-3.05904648032074
3.12,-33.4570246920995,3.05092669633878
3.13,-33.399108091278,2.87775077421624
3.14,-33.3489586549476,2.70460422842538
3.15,-33.3064621291004,2.53148057163571
3.16,-33.2715193373719,2.35837361048643
3.17,-33.2440454534622,2.18527739851038
3.18,-33.2239693633803,2.01218619440233
3.19,-33.211233174518,1.83909442215833
3.2,-33.2057917558972,1.66599663304386
3.21,-33.2076124220425,1.49288747080173
3.22,-33.2166746736215,1.3197616374125
3.23,-33.232970021168,1.14661385921786
3.24,-33.2565018901743,0.973438853717247
3.25,-33.2872855990738,0.8002312965308
3.26,-33.3253484054975,0.626985787002007
3.27,-33.370729664548,0.453696812892956
3.28,-33.4234810078021,0.280358712914403
3.29,-33.4836666663638,0.106965639064986
3.3,-33.5513638193594,-0.0664884870408171
3.31,-33.6266630881163,-0.240010018664265
3.32,-33.709669080576,-0.413605633675105
3.33,-33.8005010801158,-0.587282389884598
3.34,-33.8992938218403,-0.761047784488746
3.35,-34.0061984056377,-0.934909825078425
3.36,-34.1213833445692,-1.10887710217765
3.37,-34.2450357875809,-1.28295887964937
3.38,-34.3773628978141,-1.45716519137771
3.39,-34.5185934314716,-1.63150695602908
3.4,-34.6689795457588,-1.80599610658752
3.41,-34.8287988905487,-1.98064574164876
3.42,-34.998356950573,-2.15547030141746
3.43,-35.1779897472342,-2.33048577188324
3.44,-35.3680669541548,-2.50570992671221
3.45,-35.5689954421924,-2.68116261223528
3.46,-35.781223363911,-2.85686608313441
3.47,-36.0052448778856,-3.03284540682161
3.48,-36.2416055733766,3.07405636102935
3.49,-36.4909087872881,2.89743636541872
3.5,-36.7538229296853,2.72044308764879
3.51,-37.0310900185313,2.54303425241601
3.52,-37.3235356602317,2.36516107161613
3.53,-37.6320807239517,2.18676693081806
3.54,-37.9577551032672,2.00778574440067
3.55,-38.3017139225515,1.82813989289814
3.56,-38.6652566520797,1.64773760186127
3.57,-39.0498497361864,1.46646958972306
3.58,-39.4571533765898,1.28420473615762
3.59,-39.8890531459461,1.10078442610734
3.6,-40.3476971358335,0.916015086901559
3.61,-40.8355392446683,0.72965822672012
3.62,-41.3553886625868,0.541416975015614
3.63,-41.9104645578058,0.350917666468231
3.64,-42.5044525654569,0.157684312953414
3.65,-43.1415545891704,-0.0388972471639273
3.66,-43.8265129801244,-0.239630326378151
3.67,-44.5645687499063,-0.445580645335572
3.68,-45.3612694977135,-0.658182289489492
3.69,-46.2219525719308,-0.879390612077365
3.7,-47.1505455414355,-1.11189829881822
3.71,-48.1469649290559,-1.35942158725572
3.72,-49.2017487231038,-1.62701314664917
3.73,-50.2857171682923,-1.92118429507171
3.74,-51.3327436171586,-2.24916063303867
3.75,-52.2204792143347,-2.61583579322268
3.76,-52.7757380520486,-3.01731101566973
3.77,-52.8478957130262,2.84809139151178
3.78,-52.4210786959765,2.44167641860286
3.79,-51.6282047613094,2.06773770559981
3.8,-50.6462715872133,1.73266348689435
3.81,-49.6091276458493,1.43263185483529
3.82,-48.592205509597,1.16052352335754
3.83,-47.6301191942179,0.909590693335626
3.84,-46.7350637909959,0.674502693393735
3.85,-45.9083682310158,0.451314678095207
3.86,-45.1466071588057,0.237165229230318
3.87,-44.4445935269588,0.0299789740219764
3.88,-43.7967718948782,-0.171762815340765
3.89,-43.1978285405687,-0.369185801696841
3.9,-42.642927426346,-0.56313617191485
3.91,-42.1277719407167,-0.754259138084026
3.92,-41.6485891137431,-0.94305347444591
3.93,-41.2020827562319,-1.1299097874435
3.94,-40.7853773569347,-1.31513770182861
3.95,-40.3959626982427,-1.49898542381269
3.96,-40.0316432641786,-1.68165400418083
3.97,-39.6904937852101,-1.86330787049242
3.98,-39.3708209681967,-2.04408270028774
3.99,-39.0711308855703,-2.2240913731606
4,-38.7901013589725,-2.40342852333196
4.01,-38.5265586028084,-2.58217405463197
4.02,-38.2794574952208,-2.76039588193414
4.03,-38.0478648408885,-2.93815209118016
4.04,-37.830945239621,-3.11549265079885
4.05,-37.6279490186481,2.99072452332032
4.06,-37.4382019503704,2.81409123366891
4.07,-37.2610964876996,2.63775994645431
4.08,-37.0960842379983,2.46170182788783
4.09,-36.9426694639165,2.28589144793824
4.1,-36.800403497853,2.11030627899889
4.11,-36.668879925159,1.93492627976824
4.12,-36.547730384593,1.75973354596914
4.13,-36.4366209262491,1.58471201573248
4.14,-36.3352488290824,1.40984722073059
4.15,-36.2433398668411,1.23512607453011
4.16,-36.1606458674543,1.06053669074341
4.17,-36.0869426138516,0.886068227225217
4.18,-36.0220279990815,0.711710750762186
4.19,-35.9657204143085,0.537455120371762
4.2,-35.9178573508259,0.363292884775131
4.21,-35.8782941550475,0.189216190637419
4.22,-35.8469029964843,0.0152177046627558
4.23,-35.8235719223702,-0.158709458726639
4.24,-35.8082041030513,-0.332571801352327
4.25,-35.8007171302377,-0.506375498727536
4.26,-35.8010424850639,-0.68012645265942
4.27,-35.8091250832265,-0.853830342631437
4.28,-35.8249229056557,-1.02749266738393
4.29,-35.8484067335493,-1.20111879111666
4.3,-35.8795599770266,-1.3747139829612
4.31,-35.918378561703,-1.54828345816628
4.32,-35.9648709291574,-1.72183241614817
4.33,-36.0190580911817,-1.8953660802695
4.34,-36.0809737951071,-2.06888973682567
4.35,-36.1506647676824,-2.24240877660834
4.36,-36.2281910218292,-2.41592873538168
4.37,-36.3136262990752,-2.58945534113854
4.38,-36.4070585796938,-2.76299455824801
4.39,-36.5085907385005,-2.93655264076741
4.4,-36.6183412443008,-3.11013618913622
4.41,-36.7364451027911,2.99943309728168
4.42,-36.8630548112908,2.82577712139536
4.43,-36.9983415886905,2.65207315481408
4.44,-37.1424966866671,2.47831252308595
4.45,-37.2957329857157,2.30448581264463
4.46,-37.4582867557417,2.13058275806167
4.47,-37.6304197135834,1.95659211287907
4.48,-37.8124213564309,1.78250149706598
4.49,-38.0046116497296,1.60829722199459
4.5,-38.2073441456559,1.43396408450333
4.51,-38.4210094835134,1.25948512422241
4.52,-38.6460395545121,1.08484133532529
4.53,-38.8829121697147,0.910011325990744
4.54,-39.1321566074164,0.734970906239156
4.55,-39.3943599690869,0.559692594810271
4.56,-39.6701746362519,0.384145018937461
4.57,-39.9603269918848,0.20829218236423
4.58,-40.2656276691323,0.0320925651350752
4.59,-40.5869836408184,-0.144501990988587
4.6,-40.9254125454115,-0.321547673261067
4.61,-41.2820597163354,-0.49911044780808
4.62,-41.6582185321478,-0.677268280757303
4.63,-42.0553548023765,-0.856113983251076
4.64,-42.4751361144972,-1.03575889336397
4.65,-42.9194672579825,-1.21633769149078
4.66,-43.390533050518,-1.39801477135056
4.67,-43.8908501339529,-1.5809927739955
4.68,-44.4233294467853,-1.76552417292808
4.69,-44.9913509907487,-1.95192722374861
4.7,-45.5988517805251,-2.14060826110573
4.71,-46.2504258295746,-2.33209336872102
4.72,-46.9514296827227,-2.52707411875511
4.73,-47.7080747400888,-2.72647475000833
4.74,-48.5274595730716,-2.93155240531178
4.75,-49.4174320211624,3.13913667179653
4.76,-50.386027684838,2.91676569424894
4.77,-51.4399089214655,2.68100357997593
4.78,-52.5805191204886,2.4267828794483
4.79,-53.7952378191596,2.1469066173095
4.8,-55.0387132633733,1.83181899309071
4.81,-56.2004112548586,1.47130019339564
4.82,-57.0749598561258,1.06142743516057
4.83,-57.4100423959708,0.617175341280526
4.84,-57.0894358492233,0.174982335232673
4.85,-56.2517643892086,-0.230161244649834
4.86,-55.1510897444531,-0.585623491798178
4.87,-53.9834407042099,-0.896464568592296
4.88,-52.8512219081972,-1.17303214337478
4.89,-51.7953304358518,-1.42467338478807
4.9,-50.8263665351301,-1.65835324716586
4.91,-49.9420785898382,-1.87896110018512
4.92,-49.1355368752882,-2.08988983447023
4.93,-48.3986643622632,-2.29351234329117
4.94,-47.7236582633968,-2.49151404655958
4.95,-47.1034916289786,-2.68511385054748
4.96,-46.5320265270095,-2.87520955538401
4.97,-46.0039723779916,-3.06247416284701
4.98,-45.5147908973999,3.03576479615648
4.99,-45.0605905570484,2.8527399498104
5,-44.6380276230751,2.67132535621708
5.01,-44.2442194975235,2.49127371661036
5.02,-43.876671217987,2.31238623637118
5.03,-43.533214125391,2.13450139121213
5.04,-43.2119550117485,1.95748664027143
5.05,-42.9112340912305,1.78123223104417
5.06,-42.6295902320342,1.60564651315427
5.07,-42.365732140182,1.43065235067557
5.08,-42.1185144076212,1.25618434683512
5.09,-41.8869175196501,1.08218667688676
5.1,-41.6700311084676,0.908611377450719
5.11,-41.4670398743919,0.735416987897023
5.12,-41.2772116818813,0.562567459655019
5.13,-41.099887475989,0.390031275542729
5.14,-40.9344726899955,0.21778073281352
5.15,-40.780429910362,0.0457913561262678
5.16,-40.6372725742953,-0.125958586684388
5.17,-40.5045595593969,-0.297488486223298
5.18,-40.3818905020153,-0.468815726421077
5.19,-40.2689017559812,-0.639955966019555
5.2,-40.1652628702497,-0.810923375302335
5.21,-40.0706735406434,-0.981730837356502
5.22,-39.9848609404636,-1.15239011923586
5.23,-39.9075774013346,-1.3229120187042
5.24,-39.8385983757383,-1.49330649017709
5.25,-39.7777206528005,-1.66358275450387
5.26,-39.7247608404921,-1.83374939327563
5.27,-39.6795539556893,-2.00381443196663
5.28,-39.6419522838704,-2.173785413026
5.29,-39.6118243297421,-2.34366945981373
5.3,-39.5890539339394,-2.51347333429195
5.31,-39.5735395000016,-2.68320348812445
5.32,-39.5651933498193,-2.85286610910003
5.33,-39.5639411522118,-3.02246716335992
5.34,-39.5697215097706,3.09117287413127
5.35,-39.582485536422,2.92167775330422
5.36,-39.6021966186265,2.75222726000454
5.37,-39.6288301864649,2.58281595449699
5.38,-39.6623736048075,2.41343844871631
5.39,-39.7028261102641,2.24408937555082
5.4,-39.7501988387513,2.07476336047286
5.41,-39.8045149252877,1.90545499105355
5.42,-39.8658096738191,1.73615878749312
5.43,-39.9341308283116,1.56686917185034
5.44,-40.0095388694091,1.39758043505042
5.45,-40.0921074793847,1.22828670347843
5.46,-40.1819240305283,1.05898190152559
5.47,-40.2790902080218,0.889659712811071
5.48,-40.3837227316098,0.720313535620329
5.49,-40.4959541991547,0.550936436109297
5.5,-40.6159340606049,0.381521093694513
5.51,-40.7438297444064,0.212059741621132
5.52,-40.8798279460896,0.0425440988890657
5.53,-41.0241361056138,-0.127034707011029
5.54,-41.1769841035147,-0.296686228465218
5.55,-41.3386261914194,-0.466420799914231
5.56,-41.5093432126229,-0.636249655614512
5.57,-41.689445145193,-0.806185066802614
5.58,-41.8792740136384,-0.976240502700857
5.59,-42.0792072519417,-1.14643081940846
5.6,-42.2896615665523,-1.3167724831154
5.61,-42.5110974102386,-1.48728383681207
5.62,-42.7440241672527,-1.65798541704277
5.63,-42.9890061916034,-1.82890033697237
5.64,-43.2466698447113,-2.00005474868793
5.65,-43.5177117590187,-2.17147840609128
5.66,-43.8029085601341,-2.34320535656448
5.67,-44.1031283604275,-2.51527479217751
5.68,-44.4193444173386,-2.68773211131245
5.69,-44.7526514474996,-2.86063024813902
5.7,-45.1042851905666,-3.03403135618598
5.71,-45.4756460403256,3.07517635159721
5.72,-45.8683276977203,2.90053460322821
5.73,-46.2841521506259,2.72512330038727
5.74,-46.7252125875634,2.54881452904036
5.75,-47.1939263165493,2.37145151003313
5.76,-47.6931003414594,2.19283999475017
5.77,-48.2260128669634,2.01273644877331
5.78,-48.7965146920088,1.83083155320155
5.79,-49.4091549657181,1.64672677687012
5.8,-50.069335433565,1.45990046092781
5.81,-50.7834947058685,1.2696577269881
5.82,-51.5593155137713,1.07505487994671
5.83,-52.4059240409327,0.874782763730108
5.84,-53.33398837049,0.666982874174934
5.85,-54.3554642378687,0.448952298804233
5.86,-55.4823307635763,0.216667079013711
5.87,-56.7226307746991,-0.0359704103730711
5.88,-58.0696396795719,-0.318196505599125
5.89,-59.4749826226845,-0.643297394659713
5.9,-60.7934010291966,-1.02679637511255
5.91,-61.7225501590796,-1.47482404503638
5.92,-61.8971928545307,-1.96099889256495
5.93,-61.2377466532193,-2.42805151819068
5.94,-60.0501108442623,-2.83527814804892
5.95,-58.6858843898272,3.10343879643652
5.96,-57.3427321631102,2.8074511023781
5.97,-56.0959029701301,2.54533338247625
5.98,-54.9627647383979,2.30644726437677
5.99,-53.9387730380078,2.08370097132759
6,-53.0126860502168,1.87242859692976
