"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-19.6063852520032,0.74983936027483
2.505,-19.5934567472541,0.805741072825396
2.51,-19.5280292926133,0.86256762251724
2.515,-19.4046088274643,0.919459606079148
2.52,-19.2197911854083,0.975281275659282
2.525,-18.9732137810869,1.02873061935718
2.53,-18.6679712602413,1.07849073654908
2.535,-18.310382317569,1.12338444472807
2.54,-17.9092092606895,1.1624940226061
2.545,-17.4745889057054,1.19522337901457
2.55,-17.0169650768592,1.22130133722478
2.555,-16.5462340038916,1.24074102499689
2.56,-16.0711909292282,1.25377640647067
2.565,-15.5992645045484,1.26079434827983
2.57,-15.1364710336731,1.26227404256264
2.575,-14.6875083761102,1.258739129996
2.58,-14.2559210723418,1.25072322084674
2.585,-13.8442890419792,1.23874715181447
2.59,-13.4544105980044,1.2233053893549
2.595,-13.0874653737283,1.2048590259129
2.6,-12.7441514838368,1.18383324576442
2.605,-12.4247968169217,1.16061761404044
2.61,-12.1294468348739,1.13556806117516
2.615,-11.8579322517173,1.10900974136595
2.62,-11.6099199837269,1.08124027313834
2.625,-11.3849507205606,1.05253303242144
2.63,-11.1824654917811,1.02314029692494
2.635,-11.0018237924135,0.993296132950647
2.64,-10.8423146893199,0.963218964097274
2.645,-10.7031624226848,0.933113778932416
2.65,-10.5835275838186,0.903173961506942
2.655,-10.4825047018244,0.873582724589601
2.66,-10.3991169055107,0.844514128873697
2.665,-10.3323083710371,0.816133664028149
2.67,-10.2809352098335,0.78859836403301
2.675,-10.2437552942064,0.762056414140336
2.68,-10.2194181105561,0.73664622769616
2.685,-10.2064552656589,0.712494943587581
2.69,-10.203273122413,0.689716332614362
2.695,-10.208148723409,0.668408106134451
2.7,-10.2192308288018,0.648648674500201
2.705,-10.2345476819307,0.630493434993509
2.71,-10.2520235105772,0.613970766616583
2.715,-10.2695052603677,0.599077963197287
2.72,-10.2848008422618,0.585777463695761
2.725,-10.2957291371814,0.57399378494318
2.73,-10.300180866582,0.563611629537139
2.735,-10.2961879852913,0.554475654819231
2.74,-10.281997348041,0.546392287996213
2.745,-10.2561432631881,0.539133842884166
2.75,-10.2175124229675,0.532444948005033
2.755,-10.1653945917217,0.526051011011259
2.76,-10.0995135480011,0.519668185637476
2.765,-10.020034627086,0.51301406196147
2.77,-9.92754793589436,0.505818198211162
2.775,-9.82302903612407,0.497831643935907
2.78,-9.70778157776765,0.488834740239308
2.785,-9.58336772704613,0.47864273892311
2.79,-9.45153320847714,0.467109071502552
2.795,-9.3141330049498,0.454126351596977
2.8,-9.17306294796305,0.439625424561582
2.805,-9.03020070618093,0.423572885321322
2.81,-8.88735800392254,0.405967552305194
2.815,-8.74624461794289,0.3868363394636
2.82,-8.60844345334143,0.366229924980974
2.825,-8.47539537250747,0.344218521238188
2.83,-8.34839201474199,0.320887948600068
2.835,-8.228574833468,0.29633615146374
2.84,-8.11693860591171,0.270670208337008
2.845,-8.01433786039206,0.24400385776567
2.85,-7.92149506662488,0.216455505820498
2.855,-7.83900946748458,0.188146675222169
2.86,-7.76736587116475,0.15920084006824
2.865,-7.70694280411409,0.129742580496636
2.87,-7.65801967689872,0.0998970004530284
2.875,-7.62078259794718,0.0697893476426381
2.88,-7.59532878221083,0.0395447813979465
