"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-19.6847940771405,0.945845350345043
2.505,-19.2915015347939,0.999020488712463
2.51,-18.871823961706,1.042722835144
2.515,-18.4411493717899,1.07776555386555
2.52,-18.0106278972128,1.10513350542243
2.525,-17.587913088561,1.1258355738583
2.53,-17.1779796828708,1.14082254263323
2.535,-16.7838466408477,1.15094927775313
2.54,-16.4071518279087,1.1569633892033
2.545,-16.0485819231396,1.15950806236831
2.55,-15.7081822410395,1.15913146640987
2.555,-15.3855746790335,1.15629843274064
2.56,-15.0801085585184,1.15140216088979
2.565,-14.7909639165601,1.14477491105883
2.57,-14.5172217234732,1.13669727882022
2.575,-14.2579115543817,1.12740603881981
2.58,-14.0120439311023,1.11710063387395
2.585,-13.7786326454322,1.10594853140111
2.59,-13.5567103696736,1.0940896174896
2.595,-13.3453401197291,1.08163983470304
2.6,-13.1436239573127,1.06869422109917
2.605,-12.9507099020299,1.05532949238657
2.61,-12.7657978211192,1.04160630209044
2.615,-12.5881443241308,1.02757125146284
2.62,-12.417066916357,1.01325873540279
2.625,-12.2519473511625,0.998692673526465
2.63,-12.0922340321058,0.983888152734487
2.635,-11.9374434050815,0.96885300351251
2.64,-11.7871601620368,0.953589310247475
2.645,-11.6410362184887,0.938094848996683
2.65,-11.498788418674,0.922364437411718
2.655,-11.3601949946718,0.906391177014701
2.66,-11.2250908862489,0.890167571221506
2.665,-11.0933620788645,0.873686496870313
2.67,-10.9649391663038,0.856942015863146
2.675,-10.8397903687041,0.83993002019301
2.68,-10.7179142959697,0.822648703868064
2.685,-10.5993326596711,0.805098865660881
2.69,-10.4840832470339,0.787284056768123
2.695,-10.3722133265357,0.769210580551621
2.7,-10.263773674551,0.750887371640326
2.705,-10.1588133769829,0.732325770318262
2.71,-10.0573754681048,0.713539218413315
2.715,-9.95949348801154,0.694542901338676
2.72,-9.86518892540618,0.675353355974586
2.725,-9.77446952960013,0.655988069553419
2.73,-9.6873284258977,0.63646508540927
2.735,-9.60374394915142,0.616802632404287
2.74,-9.52368005862659,0.597018791168978
2.745,-9.44708725502153,0.577131204291692
2.75,-9.37390384244595,0.55715683808368
2.755,-9.30405743421721,0.537111797328779
2.76,-9.23746656850752,0.517011192146768
2.765,-9.17404234566334,0.496869055531095
2.77,-9.11368998148023,0.476698301991756
2.775,-9.05631021950188,0.456510725584906
2.78,-9.00180053939644,0.436317024800009
2.785,-8.95005613491877,0.416126846053756
2.79,-8.90097064542006,0.395948838073575
2.795,-8.85443666908162,0.375790706856515
2.8,-8.81034605820865,0.355659264897357
2.805,-8.76859007191977,0.335560467261977
2.81,-8.7290594089417,0.315499430538415
2.815,-8.69164421255001,0.295480432254809
2.82,-8.6562340875687,0.275506890080306
2.825,-8.62271821167501,0.255581322683603
2.83,-8.59098558719277,0.235705295106441
2.835,-8.5609254822512,0.215879356346514
2.84,-8.53242809256852,0.196102972236838
2.845,-8.50538544933069,0.176374465202246
2.85,-8.47969254809979,0.156690966088558
2.855,-8.45524871040391,0.137048387900589
2.86,-8.43195910482195,0.117441427854924
2.865,-8.40973639359681,0.0978636041784285
2.87,-8.38850243070455,0.0783073329568644
2.875,-8.36818991908511,0.0587640457204681
2.88,-8.34874396426251,0.03922435038996
2.885,-8.33012341219826,0.0196782315787483
2.89,-8.31230191797879,0.000115286060933403
2.895,-8.29526864727327,-0.0194750120979915
2.9,-8.27902858465071,-0.0391030273226174
2.905,-8.26360237850185,-0.0587786670868207
2.91,-8.24902573875223,-0.0785110869051019
2.915,-8.2353483535597,-0.0983084080424525
2.92,-8.22263239387012,-0.118177455171314
2.925,-8.21095060608581,-0.138123527264323
2.93,-8.20038409023672,-0.158150207419699
2.935,-8.19101982059471,-0.178259218877908
2.94,-8.18294798717966,-0.198450331341474
2.945,-8.17625926604567,-0.218721320075824
2.95,-8.17104207866731,-0.239067976336672
2.955,-8.16737993764653,-0.259484169659378
2.96,-8.16534895874296,-0.279961953996842
2.965,-8.16501557450714,-0.300491717665472
2.97,-8.16643453434758,-0.321062365651456
2.975,-8.16964719021585,-0.341661530970602
2.98,-8.17468011900287,-0.362275805415489
2.985,-8.18154407227506,-0.382890984039817
2.99,-8.19023325043675,-0.403492316153251
2.995,-8.20072488563499,-0.424064756067783
3,-8.2129791182429,-0.444593209620731
3.005,-8.22693911451423,-0.465062772191264
3.01,-8.24253142353396,-0.485458954148392
3.015,-8.25966650734073,-0.50576789481763
3.02,-8.27823943361648,-0.525976560991915
3.025,-8.2981306910398,-0.546072932485646
3.03,-8.3192071196096,-0.566046175857531
3.035,-8.34132292916176,-0.585886806719912
3.04,-8.36432080313982,-0.605586842690119
3.045,-8.38803310069975,-0.625139949759388
3.05,-8.41228316898396,-0.644541580737733
3.055,-8.43688676083801,-0.663789107480735
3.06,-8.46165362862254,-0.682881947654361
3.065,-8.48638926842701,-0.701821678313499
