"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-19.4106923579747,0.68410763694079
2.505,-19.5276437012411,0.734403505707879
2.51,-19.6052173427618,0.789536542062504
2.515,-19.6274611050307,0.84913872018834
2.52,-19.5787335333293,0.912109242819734
2.525,-19.4465996615678,0.976622966689972
2.53,-19.2246267345313,1.04032088924294
2.535,-18.914056388974,1.10066053366902
2.54,-18.523648881146,1.15532073656366
2.545,-18.0678020805164,1.20252424380003
2.55,-17.5637820994984,1.24118960815249
2.555,-17.029074118783,1.27091047271313
2.56,-16.4795020977463,1.29182294964981
2.565,-15.9282652478934,1.30443446537247
2.57,-15.3857069438439,1.30946610586971
2.575,-14.859530065071,1.30773187558293
2.58,-14.3552139228121,1.30005775010843
2.585,-13.8764746587791,1.28723364547267
2.59,-13.4256864636412,1.26998890548022
2.595,-13.004232080385,1.24898298806413
2.6,-12.6127781342537,1.22480517685759
2.605,-12.251483589881,1.19797913380308
2.61,-11.9201533675572,1.16896973226114
2.615,-11.6183492406375,1.13819060312324
2.62,-11.3454680912468,1.10601158275893
2.625,-11.1007959808339,1.07276563463159
2.63,-10.8835438642333,1.03875505828443
2.635,-10.6928700117671,1.00425694611474
2.64,-10.5278920556936,0.969527909222738
2.645,-10.3876912295881,0.934808110389955
2.65,-10.2713104375241,0.900324655010076
2.655,-10.1777472782599,0.866294379467132
2.66,-10.1059427507127,0.832926052229579
2.665,-10.0547662830458,0.800421988893571
2.67,-10.0229975859881,0.768979051194307
2.675,-10.0093055694744,0.738788962657193
2.68,-10.0122252741078,0.71003787771333
2.685,-10.0301332511112,0.68290507536892
2.69,-10.0612230218543,0.657560665581013
2.695,-10.1034820953667,0.634162176083421
2.7,-10.1546732807083,0.612849920491003
2.705,-10.212323363874,0.593741089427322
2.71,-10.2737234116917,0.576922632159783
2.715,-10.3359451977357,0.56244312742018
2.72,-10.3958786861335,0.55030410404611
2.725,-10.4502946240181,0.540451504016744
2.73,-10.4959346370829,0.532768267474344
2.735,-10.5296281565695,0.527069259379712
2.74,-10.5484308622288,0.523099803419196
2.745,-10.5497746822647,0.520538946238993
2.75,-10.5316145777868,0.519008120857524
2.755,-10.4925545511026,0.518085144159992
2.76,-10.4319358416092,0.517322638769896
2.765,-10.3498742669495,0.516269126961722
2.77,-10.2472409099681,0.514490528766314
2.775,-10.1255889106977,0.511589719320456
2.78,-9.98703738216926,0.507222170852997
2.785,-9.83412830242552,0.501106457399113
2.79,-9.66967440827744,0.493029278008096
2.795,-9.49661374227988,0.482845430670929
2.8,-9.31788290364737,0.470473738276162
2.805,-9.13631572546305,0.455890174247789
2.81,-8.95456947503147,0.439119439225412
2.815,-8.77507717939192,0.420226045734013
2.82,-8.60002234679045,0.399305714132697
2.825,-8.43133141798662,0.376477603665173
2.83,-8.2706790995908,0.351877644326557
2.835,-8.11950235272706,0.325653075435616
2.84,-7.97901941519993,0.297958143664637
2.845,-7.85025110270781,0.268950868035218
2.85,-7.734042478905,0.238790715138296
2.855,-7.63108343211589,0.207637039782862
2.86,-7.54192733463267,0.175648142054743
2.865,-7.46700724832636,0.142980809013869
2.87,-7.40664945104505,0.10979022741401
2.875,-7.3610840312027,0.0762301728790939
2.88,-7.33045267247335,0.0424533932694207
2.885,-7.31481354999166,0.00861212536603497
2.89,-7.31414331691732,-0.0251413250679994
2.895,-7.32833629379472,-0.0586539802523666
2.9,-7.35720080676791,-0.0917716308153084
2.905,-7.40045254191917,-0.124338361280285
