"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-19.5299341389918,0.911619146711059
2.505,-19.2074940987785,0.962361566620668
2.51,-18.8575213316524,1.00567016388272
2.515,-18.4915520810368,1.0420464688332
2.52,-18.1182924012335,1.07212800311848
2.525,-17.7440336843745,1.09658862385169
2.53,-17.3731531629333,1.11607811093102
2.535,-17.0085865974042,1.13119056357098
2.54,-16.6522259423103,1.14245169086758
2.545,-16.3052318639974,1.1503173993398
2.55,-15.968268416745,1.15517849593403
2.555,-15.6416733472942,1.15736820736076
2.56,-15.3255780759497,1.15717057908698
2.565,-15.0199897803657,1.15482866935734
2.57,-14.7248456512667,1.15055197862241
2.575,-14.440047218353,1.14452291164847
2.58,-14.1654805583741,1.13690218508312
2.585,-13.9010269959553,1.12783326404917
2.59,-13.6465673511851,1.11744590440751
2.595,-13.4019822713625,1.10585892784321
2.6,-13.1671501796672,1.09318234587492
2.605,-12.9419439784429,1.07951893875041
2.61,-12.7262275024129,1.06496541458892
2.615,-12.5198519863666,1.04961321142255
2.62,-12.3226530043799,1.0335490363026
2.625,-12.1344480635782,1.01685520250555
2.63,-11.9550348311958,0.999609813641182
2.635,-11.7841901245853,0.981886839008419
2.64,-11.6216695553857,0.963756116414388
2.645,-11.4672077901325,0.94528330685934
2.65,-11.3205194045909,0.926529823053036
2.655,-11.1813001969724,0.907552745067939
2.66,-11.0492289210993,0.888404741356638
2.665,-10.9239693628492,0.869133998843718
2.67,-10.8051727069201,0.849784169628408
2.675,-10.6924800700549,0.830394343325681
2.68,-10.5855252522887,0.81099904421086
2.685,-10.4839375084884,0.791628255054271
2.69,-10.3873444268424,0.772307474805539
2.695,-10.2953747693976,0.753057800450582
2.7,-10.2076612836154,0.733896043517766
2.705,-10.1238434253499,0.71483487074962
2.71,-10.0435699667309,0.695882972776801
2.715,-9.96650147036254,0.67704525679745
2.72,-9.89231258820871,0.658323060539632
2.725,-9.82069417679602,0.63971438658445
2.73,-9.75135521550348,0.621214151509558
2.735,-9.68402453751479,0.602814449724662
2.74,-9.61845231489422,0.584504829428211
2.745,-9.55441136073656,0.56627257569241
2.75,-9.49169820929239,0.548103002444776
2.755,-9.43013398622597,0.529979748130481
2.76,-9.36956505924723,0.511885075842359
2.765,-9.30986350026709,0.49380017710497
2.77,-9.25092731860542,0.475705473248976
2.775,-9.19268049510271,0.457580921220669
2.78,-9.13507280211878,0.439406314858454
2.785,-9.07807939906693,0.421161585019211
2.79,-9.02170021595614,0.402827094977812
2.795,-8.96595910172529,0.384383929156917
2.8,-8.91090274161936,0.365814174056102
2.805,-8.85659935901318,0.347101186833854
2.81,-8.80313716841614,0.328229851008946
2.815,-8.75062262261579,0.309186814079015
2.82,-8.69917843553856,0.289960705089289
2.825,-8.64894141483548,0.270542329670122
2.83,-8.60006011106455,0.250924837470437
2.835,-8.55269231398669,0.231103862968361
2.84,-8.50700241548784,0.211077632347144
2.845,-8.46315867657154,0.190847040307786
2.85,-8.42133042005843,0.170415690167117
2.855,-8.38168519538064,0.149789900305488
2.86,-8.34438592870411,0.128978674311366
2.865,-8.30958810668022,0.107993635080689
2.87,-8.27743702723605,0.0868489246245046
2.875,-8.24806512412193,0.0655610674613867
2.88,-8.22158942603884,0.0441488015928408
2.885,-8.19810915771164,0.0226328763689683
2.89,-8.1777035136655,0.00103581844985256
2.895,-8.16042963422526,-0.0206183316992611
2.9,-8.14632082755235,-0.0423043131365889
2.905,-8.13538501951703,-0.063995962806468
2.91,-8.12760352623377,-0.0856665605217622
2.915,-8.12293011887084,-0.107289196133908
2.92,-8.12129046473081,-0.12883715564398
2.925,-8.12258193129206,-0.150284325352008
2.93,-8.12667383895806,-0.171605607322388
2.935,-8.13340815579911,-0.192777341637656
2.94,-8.14260068120322,-0.213777730688074
2.945,-8.154042758668,-0.234587256571574
2.95,-8.1675035187842,-0.255189082053291
2.955,-8.18273266648428,-0.275569429862313
2.96,-8.1994638233687,-0.295717922600669
2.965,-8.21741838303987,-0.3156278779839
2.97,-8.23630985123378,-0.335296543937066
2.975,-8.255848593081,-0.35472526214801
2.98,-8.2757469146222,-0.373919549850756
2.985,-8.29572434599634,-0.392889089722956
2.99,-8.31551300175395,-0.411647621020857
2.995,-8.33486284624569,-0.430212726185918
3,-8.35354672373919,-0.448605515318343
3.005,-8.3713649369143,-0.466850209822582
3.01,-8.38814924162864,-0.484973633799243
