"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-19.9601655011239,0.951067338722071
2.505,-19.5439907826853,1.01116774133999
2.51,-19.0893906814034,1.06051680830887
2.515,-18.6163244731077,1.09979576490488
2.52,-18.1397364175034,1.13001768437923
2.525,-17.670173707436,1.15230761389509
2.53,-17.2146992772339,1.16777092307089
2.535,-16.7777801883057,1.1774263308205
2.54,-16.3620244362616,1.18217958034099
2.545,-15.9687431688363,1.18281981950242
2.55,-15.5983592562052,1.18002717629842
2.555,-15.2506952853746,1.17438484631855
2.56,-14.9251726040655,1.16639212245656
2.565,-14.620947085904,1.15647664156854
2.57,-14.3370008612113,1.14500511570025
2.575,-14.07220406247,1.13229239948519
2.58,-13.8253562456099,1.11860892370642
2.585,-13.5952145574367,1.10418671961446
2.59,-13.3805131923233,1.08922422286483
2.595,-13.1799776442861,1.07389009031145
2.6,-12.9923358117277,1.05832622036408
2.605,-12.8163275071371,1.0426501558649
2.61,-12.65071354547,1.02695703908049
2.615,-12.4942847817309,1.01132124061418
2.62,-12.3458715623935,0.995797792981812
2.625,-12.2043536437178,0.98042373086194
2.63,-12.0686704186315,0.96521941516955
2.635,-11.9378312448003,0.950189916770208
2.64,-11.8109254351413,0.935326500399962
2.645,-11.6871315126769,0.92060823859393
2.65,-11.5657252129981,0.90600376167941
2.655,-11.4460857871048,0.891473128361289
2.66,-11.3277001933333,0.876969789787313
2.665,-11.2101648978985,0.862442596334639
2.67,-11.0931850945795,0.847837793678821
2.675,-10.9765713601298,0.833100948463434
2.68,-10.8602338568063,0.818178741546771
2.685,-10.7441743596063,0.803020574852304
2.69,-10.6284765168647,0.787579954148827
2.695,-10.5132947925505,0.771815608919398
2.7,-10.3988425808006,0.755692344577755
2.705,-10.2853800179741,0.739181618780419
2.71,-10.1732019155141,0.722261859541218
2.715,-10.0626262524885,0.704918548445699
2.72,-9.9539834941675,0.687144098275345
2.725,-9.84760699370863,0.668937563718783
2.73,-9.7438245972337,0.65030422114569
2.735,-9.64295153031476,0.631255055052926
2.74,-9.54528450841923,0.611806182896705
2.745,-9.45109705930752,0.591978248881911
2.75,-9.36063591089088,0.571795810122155
2.755,-9.27411833976898,0.551286733611626
2.76,-9.19173032579224,0.530481616966001
2.765,-9.11362537878076,0.509413243049116
2.77,-9.03992390215526,0.488116069669106
2.775,-8.97071297928177,0.466625758250487
2.78,-8.9060464661982,0.444978740003468
2.785,-8.84594532888151,0.423211810956401
2.79,-8.79039813182152,0.401361758059425
2.795,-8.73936168308806,0.379465003973678
2.8,-8.69276176882421,0.357557269864974
2.805,-8.65049400818659,0.335673247034493
2.81,-8.61242481229353,0.313846275599896
2.815,-8.57839250711191,0.292108024216447
2.82,-8.54820862205889,0.270488170903906
2.825,-8.52165941314102,0.249014083505078
2.83,-8.49850765912464,0.227710499927684
2.835,-8.47849477129622,0.206599214952144
2.84,-8.4613432766565,0.185698774232363
2.845,-8.44675969277686,0.165024186371025
2.85,-8.43443782320858,0.144586659908148
2.855,-8.42406248275338,0.124393375163573
2.86,-8.41531363300859,0.104447303131999
2.865,-8.4078708872453,0.0847470812037673
2.87,-8.40141833061239,0.0652869594355456
2.875,-8.39564955364068,0.0460568237022008
2.88,-8.39027281028682,0.0270423087540848
2.885,-8.38501611768558,0.00822500275488259
2.89,-8.37963221548309,-0.0104172521274164
2.895,-8.37390315143823,-0.0289099637688921
2.9,-8.36764439534985,-0.047281505756111
2.905,-8.36070827988995,-0.0655625545587435
2.91,-8.35298667642979,-0.0837854593506807
2.915,-8.34441274658535,-0.101983565585203
2.92,-8.33496175928973,-0.120190508698815
2.925,-8.32465088044206,-0.138439501272847
2.93,-8.31353797887466,-0.156762634565036
2.935,-8.30171948789002,-0.175190216040971
2.94,-8.28932739922264,-0.193750160192535
2.945,-8.27652552820093,-0.212467450952712
2.95,-8.26350515738014,-0.231363685163994
2.955,-8.25048024650875,-0.25045670796954
2.96,-8.23768235355793,-0.269760340865994
2.965,-8.22535540418446,-0.289284206057612
2.97,-8.21375048867198,-0.309033639947
2.975,-8.20312076319768,-0.329009692195739
2.98,-8.19371659531211,-0.349209199092244
2.985,-8.18578101130203,-0.369624923830527
2.99,-8.17954549129894,-0.390245751170998
2.995,-8.17522614853393,-0.41105692789233
3,-8.17302030624616,-0.432040337223531
3.005,-8.173103440001,-0.4531748013384
3.01,-8.17562648856626,-0.474436403348219
3.015,-8.18071348794401,-0.495798825056357
3.02,-8.18845949306269,-0.517233695742222
3.025,-8.19892875932339,-0.538710951943718
3.03,-8.21215316379562,-0.560199208302781
3.035,-8.22813082575454,-0.581666139840441
3.04,-8.24682493714227,-0.603078879541349
3.045,-8.26816279831288,-0.624404434857368
3.05,-8.29203509053848,-0.645610125166266
3.055,-8.31829540917147,-0.666664043469631
3.06,-8.34676013949783,-0.687535549009927
3.065,-8.37720871903505,-0.708195783143241
3.07,-8.4093843973485,-0.728618216398914
3.075,-8.44299556595864,-0.748779216635532
3.08,-8.47771779625951,-0.768658633326855
3.085,-8.51319663438843,-0.788240388297503
3.09,-8.54905130073298,-0.807513055248072
3.095,-8.58487931231609,-0.826470411852366
3.1,-8.62026209068864,-0.845111939999337
3.105,-8.65477154861719,-0.86344325215181
3.11,-8.68797758266359,-0.881476410761899
3.115,-8.71945635863927,-0.899230119382857
3.12,-8.74879921101075,-0.916729753403533
3.125,-8.77562186200806,-0.93400721489321
3.13,-8.79957370874198,-0.951100588910437
3.135,-8.82034674500484,-0.968053599126309
3.14,-8.83768379254442,-0.984914863895414
3.145,-8.85138559372257,-1.00173696576917
