"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-19.8671512025399,0.734553166732172
2.505,-19.8860359639825,0.797794656401428
2.51,-19.8340955467588,0.862850561756147
2.515,-19.7039257710939,0.928146634710883
2.52,-19.4927176024643,0.99178255261202
2.525,-19.2032113966063,1.05178076054024
2.53,-18.8434521843007,1.10635832664695
2.535,-18.4254689572447,1.1541404242166
2.54,-17.9633958843853,1.19426463589469
2.545,-17.4716406110637,1.22637413414425
2.55,-16.9635113863805,1.25053407195477
2.555,-16.4504323643731,1.26711552854871
2.56,-15.941667273016,1.27668160006677
2.565,-15.4443867259742,1.27989415617266
2.57,-14.9639191061133,1.27744653266907
2.575,-14.5040685257526,1.27001984208945
2.58,-14.0674298951159,1.25825760532887
2.585,-13.6556674341568,1.24275326691699
2.59,-13.2697446517533,1.22404604487784
2.595,-12.9101064677339,1.20262179192299
2.6,-12.5768189924912,1.17891662239151
2.605,-12.2696744560498,1.15332183464373
2.61,-11.9882683510429,1.1261892822794
2.615,-11.7320550210019,1.0978366514154
2.62,-11.5003865445829,1.06855239543401
2.625,-11.2925390280835,1.03860019114865
2.63,-11.1077289674341,1.00822285600822
2.635,-10.9451222700879,0.977645729749303
2.64,-10.8038372506498,0.947079527774563
2.645,-10.6829430265841,0.916722675178455
2.65,-10.5814541951349,0.886763135216068
2.655,-10.4983225473345,0.85737973037437
2.66,-10.4324264147493,0.828742941577717
2.665,-10.382558314005,0.801015162007247
2.67,-10.347411620734,0.774350373695657
2.675,-10.3255669372589,0.74889318983539
2.68,-10.315479423243,0.724777241994541
2.685,-10.3154681073197,0.702122855993567
2.69,-10.3237090758238,0.6810340228743
2.695,-10.3382341977305,0.661594685243929
2.7,-10.3569377432612,0.643864444971385
2.705,-10.3775930046082,0.627873861647847
2.71,-10.3978811284411,0.613619642441564
2.715,-10.4154336446694,0.601060109537729
2.72,-10.4278892635688,0.59011147318323
2.725,-10.4329639384789,0.580645481016863
2.73,-10.42853129658,0.572489030659405
2.735,-10.4127085000463,0.565426255940552
2.74,-10.38394049855,0.559203379538665
2.745,-10.3410747699429,0.553536340012246
2.75,-10.2834184157752,0.548120838625249
2.755,-10.2107708391931,0.542644088700714
2.76,-10.123427920767,0.536797298134769
2.765,-10.0221570759373,0.530287778142855
2.77,-9.90814616652455,0.522849636730817
2.775,-9.78293211502967,0.51425224460344
2.78,-9.64831717500213,0.504305988547078
2.785,-9.50628083020214,0.49286518904775
2.79,-9.35889494214576,0.479828400868413
2.795,-9.20824761479365,0.465136524785325
2.8,-9.05637954900886,0.448769305846755
2.805,-8.90523441929625,0.430740805376538
2.81,-8.7566231830597,0.411094381567117
2.815,-8.61220108105847,0.38989761100288
2.82,-8.47345535423075,0.367237471641251
2.825,-8.34170145991272,0.343215997216611
2.83,-8.2180855391308,0.317946504016845
2.835,-8.10359120827052,0.291550438682247
2.84,-7.99904895576393,0.26415481830219
2.845,-7.90514678565622,0.235890228441206
2.85,-7.82244115332773,0.206889300552166
2.855,-7.75136737020705,0.177285603056954
2.86,-7.6922489877705,0.147212866260411
2.865,-7.64530579783045,0.116804473297052
2.87,-7.61066028011764,0.086193149093962
2.875,-7.58834225855298,0.0555107871711938
2.88,-7.57829184470027,0.0248883573251381
2.885,-7.58036057397529,-0.00554414980964346
2.89,-7.59431077002858,-0.0356578054784346
2.895,-7.61981326224497,-0.0653248844120405
2.9,-7.65644356747311,-0.094419129318922
2.905,-7.70367660337737,-0.122816178027205
2.91,-7.76088034596845,-0.150394216453271
2.915,-7.827308663668,-0.177034898522352
2.92,-7.90209381664245,-0.202624602468701
2.925,-7.98423931015212,-0.227056065349212
2.93,-8.0726139026933,-0.250230440819657
2.935,-8.16594779358441,-0.272059807743293
2.94,-8.26283230002596,-0.292470131593912
2.945,-8.36172444180376,-0.311404638975465
2.95,-8.4609580350268,-0.328827508522515
2.955,-8.55876282307637,-0.34472773696759
2.96,-8.65329297091365,-0.359122922276073
2.965,-8.74266581949205,-0.372062675078443
2.97,-8.82501082632724,-0.3836312711104
2.975,-8.89852769227743,-0.393949134552885
2.98,-8.96155119236671,-0.403172752992094
2.985,-9.01261889085007,-0.411492704560448
2.99,-9.05053678165953,-0.419129612298449
2.995,-9.07443706100206,-0.426328062916708
3,-9.08382257491684,-0.433348759401284
3.005,-9.07859311168801,-0.440459413009268
3.01,-9.05905072142916,-0.447925054062828
3.015,-9.02588344117765,-0.455998541803637
3.02,-8.98012919340717,-0.464912002755402
3.025,-8.92312374795657,-0.474869807538382
3.03,-8.85643798284862,-0.486043481323649
3.035,-8.78181023692982,-0.498568689990971
3.04,-8.70107909668554,-0.512544230665848
3.045,-8.61612114469997,-0.52803276250515
3.05,-8.52879676830004,-0.545062907991413
3.055,-8.44090578810825,-0.563632320824419
3.06,-8.35415332731094,-0.583711306066409
3.065,-8.27012555980346,-0.605246662533642
3.07,-8.19027407070281,-0.628165469646958
3.075,-8.11590747845646,-0.652378617778038
3.08,-8.04818858546417,-0.677783971728367
3.085,-7.98813562535512,-0.704269097627952
3.09,-7.93662617959365,-0.731713545194463
3.095,-7.89440254953822,-0.759990691228105
3.1,-7.86207773077072,-0.788969201233635
3.105,-7.8401410986376,-0.81851414613098
3.11,-7.82896336282026,-0.848487844005322
3.115,-7.82880032106351,-0.878750483614766
3.12,-7.83979504503993,-0.909160596533794
3.125,-7.86197846523627,-0.939575438631025
3.13,-7.89526805162091,-0.96985134325871
3.135,-7.93946468264875,-0.999844117494611
3.14,-7.99424769803238,-1.02940954072563
3.145,-8.05916826893857,-1.05840403821898
3.15,-8.13364134121747,-1.08668560861465
3.155,-8.21693654409203,-1.11411507502703
3.16,-8.30816866665283,-1.14055774009779
3.165,-8.40628847617589,-1.1658855234118
3.17,-8.51007505086317,-1.189979636598
3.175,-8.61813093190855,-1.21273384269735
3.18,-8.7288819457692,-1.23405829772931
3.185,-8.84058359637281,-1.25388392883283
3.19,-8.95133621514668,-1.27216720158414
3.195,-9.05911103843232,-1.28889506781463
3.2,-9.16178883250339,-1.30408973738458
3.205,-9.25721208985033,-1.31781283030706
3.21,-9.34325040184225,-1.33016838767704
3.215,-9.41787692541161,-1.34130415183112
3.22,-9.47925198132286,-1.35141061988974
3.225,-9.52580769342883,-1.36071748121834
3.23,-9.55632642291483,-1.36948733434749
3.235,-9.57000494245766,-1.37800687879776
3.24,-9.56649737571134,-1.38657614371368
3.245,-9.54593179765236,-1.39549660161364
3.25,-9.50889842205895,-1.40505920179083
3.255,-9.45641093514913,-1.41553336213616
3.26,-9.38984555678556,-1.42715781461749
3.265,-9.31086468954326,-1.44013390855973
3.27,-9.22133311541305,-1.45462164055819
3.275,-9.12323413458362,-1.47073833551125
3.28,-9.01859210054237,-1.48855964527156
3.285,-8.90940552754631,-1.50812235713345
3.29,-8.79759333212542,-1.52942845566026
3.295,-8.68495470064857,-1.55244988730095
3.3,-8.57314192013059,-1.57713356353852
3.305,-8.46364455156502,-1.60340625096199
3.31,-8.35778281739328,-1.63117908991354
3.315,-8.25670822010935,-1.66035160561319
3.32,-8.16140922168788,-1.69081513873516
3.325,-8.07272035344069,-1.72245568571517
3.33,-7.9913332681587,-1.75515618769978
3.335,-7.91780866911755,-1.78879831939227
3.34,-7.85258828113109,-1.82326384120604
3.345,-7.79600627121134,-1.85843559570772
3.35,-7.74829979153707,-1.89419819942511
3.355,-7.70961835428568,-1.93043850813294
3.36,-7.6800319358856,-1.96704590094438
3.365,-7.6595377894363,-2.00391243035068
3.37,-7.64806595344722,-2.04093289037935
3.375,-7.64548346905523,-2.07800482317521
3.38,-7.65159746468136,-2.11502851198317
3.385,-7.66615712714002,-2.1519069745417
3.39,-7.68885462699137,-2.18854599171227
3.395,-7.71932526917532,-2.2248541863315
3.4,-7.75714680613091,-2.26074318288795
3.405,-7.80183822445487,-2.29612785956548
3.41,-7.85285813073323,-2.33092671430152
3.415,-7.90960292914742,-2.3650623682957
3.42,-7.97140510756838,-2.3984622146848
3.425,-8.03753190649883,-2.4310592222695
3.43,-8.10718474480987,-2.46279291278941
3.435,-8.17949976901833,-2.49361049032712
3.44,-8.25355005593363,-2.52346813074239
3.445,-8.32834984488654,-2.55233239145306
3.45,-8.40286137808875,-2.58018170619097
3.455,-8.47600468039301,-2.60700790421883
3.46,-8.54667073971781,-2.63281767680178
3.465,-8.61373819852632,-2.65763388467409
3.47,-8.67609356687829,-2.68149661191932
3.475,-8.73265467732689,-2.70446382147901
3.48,-8.78239675990382,-2.72661151365957
3.485,-8.82438008473635,-2.74803326423213
3.49,-8.85777799257916,-2.76883907866909
3.495,-8.88190365225655,-2.78915351795785
3.5,-8.89623392807657,-2.80911311597975
3.505,-8.90042861066055,-2.82886317796102
3.51,-8.89434373221548,-2.84855408452423
3.515,-8.87803774782324,-2.8683373007095
3.52,-8.85177016277138,-2.8883613004729
3.525,-8.81599268865077,-2.90876763724956
3.53,-8.77133357829904,-2.92968738022175
3.535,-8.71857629282617,-2.95123807377572
3.54,-8.65863406502529,-2.97352136140858
3.545,-8.59252195854507,-2.9966213289523
3.55,-8.5213282054594,-3.0206035701794
3.555,-8.44618619552218,-3.04551492851396
3.56,-8.36824842143006,-3.07138382773768
3.565,-8.28866318520373,-3.09822107885758
3.57,-8.20855469885417,-3.12602104937966
3.575,-8.12900663302699,3.12842224801161
3.58,-8.0510492371201,3.0987723953405
3.585,-7.97564964088034,3.06826084854559
3.59,-7.90370501537086,3.03694417945292
3.595,-7.8360381153229,3.00488794822468
3.6,-7.77339474151091,2.97216539041002
3.605,-7.71644259903248,2.93885625092316
3.61,-7.66577112289517,2.90504576823289
3.615,-7.6218919105989,2.87082380975178
3.62,-7.58523936174476,2.83628414044333
3.625,-7.55617123933461,2.80152381528405
3.63,-7.5349689730787,2.76664266526012
3.635,-7.52183740573986,2.73174286347961
3.64,-7.51690393007023,2.69692853472863
3.645,-7.5202168688697,2.66230538517456
3.65,-7.53174303167331,2.62798031700584
3.655,-7.55136443197236,2.59406100172897
3.66,-7.57887420791071,2.5606553639387
3.665,-7.61397183874131,2.52787095442132
3.67,-7.65625777695957,2.49581415950314
3.675,-7.70522781101611,2.46458921024492
3.68,-7.76026743952744,2.43429695837646
3.685,-7.82064678732723,2.40503337398398
3.69,-7.88551665024011,2.37688774354138
3.695,-7.95390642715429,2.34994055092666
3.7,-8.02472487646587,2.324261045718
3.705,-8.09676461964712,2.29990453363259
3.71,-8.16871165124643,2.27690945843951
3.715,-8.23916067593626,2.25529438756194
3.72,-8.30663738223014,2.23505507108114
3.725,-8.3696280313486,2.21616178523285
3.73,-8.42661647734571,2.19855721533146
3.735,-8.47612790730741,2.18215516815832
3.74,-8.51677766362466,2.16684037926691
3.745,-8.54732274670605,2.1524696568796
3.75,-8.56671269920539,2.13887450225966
3.755,-8.57413599707369,2.12586522536446
3.76,-8.56905805721827,2.11323642791202
3.765,-8.5512473473176,2.10077355297726
3.77,-8.52078702389314,2.08826008007559
3.775,-8.47807094276395,2.07548485418283
3.78,-8.42378440069323,2.0622490175996
3.785,-8.35887152841882,2.04837206764755
3.79,-8.28449243960643,2.03369667723845
3.795,-8.20197388289607,2.01809205986024
3.8,-8.11275736842326,2.00145581944082
3.805,-8.01834840615687,1.98371437734473
3.81,-7.92026974910016,1.96482216120183
3.815,-7.82002065743433,1.94475981997845
3.82,-7.71904342236144,1.92353175019905
3.825,-7.61869736450163,1.90116319722183
3.83,-7.52024010344327,1.87769718065535
3.835,-7.4248153205747,1.85319142962408
3.84,-7.33344609601924,1.82771546243778
3.845,-7.24703266500277,1.80134791511343
3.85,-7.16635363713529,1.7741741615047
