"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-20.122471034587,0.849346780071415
2.505,-19.9008693822589,0.917498536173249
2.51,-19.6075523800737,0.979767362067051
2.515,-19.2559440330972,1.03513545548797
2.52,-18.8599920385365,1.08305277105262
2.525,-18.4329318575802,1.12337463825353
2.53,-17.9865111681262,1.15626748086409
2.535,-17.5306404829579,1.18211069854627
2.54,-17.0733557010053,1.20141166799962
2.545,-16.6209675099982,1.21474045487646
2.55,-16.1782976114882,1.22268412362365
2.555,-15.7489362020522,1.22581736283375
2.56,-15.3354840100482,1.22468530916155
2.565,-14.9397624801646,1.21979483916538
2.57,-14.5629875335959,1.21161137359254
2.575,-14.2059088545941,1.20055908559186
2.58,-13.8689188795929,1.18702301704516
2.585,-13.552136925702,1.17135219300548
2.59,-13.2554730620395,1.15386311150533
2.595,-12.978676197495,1.13484325936671
2.6,-12.7213696538862,1.11455444593572
2.605,-12.4830770862415,1.09323583339287
2.61,-12.2632409824679,1.07110663236648
2.615,-12.0612353951635,1.04836841848583
2.62,-11.8763742094192,1.02520708207318
2.625,-11.7079161517735,1.00179442049181
2.63,-11.5550671897366,0.978289369995365
2.635,-11.4169812752073,0.954838903355022
2.64,-11.2927598583786,0.931578597265022
2.645,-11.1814508498935,0.908632882651331
2.65,-11.0820475771748,0.886114990255142
2.655,-10.9934882535279,0.864126610868997
2.66,-10.9146565153816,0.842757290486656
2.665,-10.8443835940726,0.822083594649491
2.67,-10.7814526978199,0.802168086738224
2.675,-10.7246060460431,0.783058176966762
2.68,-10.67255511764,0.764784927240608
2.685,-10.6239942814626,0.747361897064882
2.69,-10.5776181093466,0.730784153311888
2.695,-10.532142105673,0.715027556360761
2.7,-10.4863265155003,0.700048461623447
2.705,-10.4390023821906,0.685783944783615
2.71,-10.3890987622594,0.672152660800407
2.715,-10.3356696682813,0.659056389203322
2.72,-10.2779190883837,0.646382289823606
2.725,-10.2152223910843,0.634005820410002
2.73,-10.1471425418016,0.621794208093225
2.735,-10.0734398767889,0.60961032269635
2.74,-9.99407451839695,0.59731673997982
2.745,-9.90920128332625,0.584779775440629
2.75,-9.81915739273619,0.571873266432789
2.755,-9.72444388089517,0.558481899986927
2.76,-9.62570204828329,0.544503938553867
2.765,-9.52368660383488,0.52985324631366
2.77,-9.4192371687206,0.514460578012796
2.775,-9.31324973510104,0.498274154662349
2.78,-9.20664951248593,0.481259593102839
2.785,-9.10036616391545,0.463399285122779
2.79,-8.99531222924783,0.444691352323336
2.795,-8.89236504818403,0.425148288469142
2.8,-8.79235233529149,0.404795413503531
2.805,-8.69604123442807,0.383669235899722
2.81,-8.60413052956241,0.361815810644508
2.815,-8.51724563832261,0.339289153179078
2.82,-8.4359358756189,0.316149756263256
2.825,-8.36067355853357,0.292463240575233
2.83,-8.29185448180854,0.268299145828019
2.835,-8.22979937112872,0.243729874658467
2.84,-8.17475598014019,0.218829773333917
2.845,-8.12690150445223,0.193674345854799
2.85,-8.08634512846606,0.16833957888411
2.855,-8.05313049494094,0.142901362705868
2.86,-8.02723797720499,0.117434986486629
2.865,-8.00858666611751,0.0920146863741198
2.87,-7.99703606854372,0.0667132290661056
2.875,-7.9923874344113,0.0416015062172783
2.88,-7.99438482799513,0.0167481249238837
2.885,-8.00271595211045,-0.00778102400860695
2.89,-8.0170128381156,-0.0319232401149452
2.895,-8.03685252860835,-0.0556195365154457
2.9,-8.06175795373978,-0.0788152290240072
2.905,-8.09119909928239,-0.101460594298885
2.91,-8.12459480668292,-0.123511603384963
2.915,-8.16131535095158,-0.144930718702337
2.92,-8.20068610738228,-0.165687755013538
2.925,-8.24199254670791,-0.185760774839091
2.93,-8.28448680997801,-0.205136995964416
2.935,-8.32739604581514,-0.223813669126185
2.94,-8.36993266101795,-0.241798880929198
2.945,-8.41130652138556,-0.259112224644378
2.95,-8.45073899911591,-0.275785274012477
2.955,-8.4874786535389,-0.291861805530528
2.96,-8.52081809755811,-0.307397695961564
2.965,-8.55011153471197,-0.322460454378614
2.97,-8.57479217855082,-0.337128350115723
2.975,-8.59438877037016,-0.351489121219966
2.98,-8.60854025727015,-0.36563828062584
2.985,-8.61700779590059,-0.379677063078918
2.99,-8.619683292491,-0.393710080103302
2.995,-8.61659387190338,-0.407842785581237
3,-8.60790199399042,-0.422178859297173
3.005,-8.59390107605815,-0.436817634720332
3.01,-8.57500691332156,-0.451851682468938
3.015,-8.55174536510253,-0.467364661093532
3.02,-8.52473702236895,-0.483429511819012
3.025,-8.49467968676063,-0.500107054337355
3.03,-8.46232957201789,-0.517445013235631
3.035,-8.4284820974295,-0.535477466128501
3.04,-8.39395302278725,-0.554224694248038
3.045,-8.35956060336337,-0.573693386959641
3.05,-8.3261092200492,-0.593877142618985
3.055,-8.29437481430645,-0.614757207896642
3.06,-8.26509222802803,-0.636303389858406
3.065,-8.23894453412892,-0.658475083529951
3.07,-8.21655419595688,-0.681222370826536
3.075,-8.19847593505037,-0.704487141185302
3.08,-8.18519104606396,-0.728204213525213
3.085,-8.1771029570962,-0.752302435265009
3.09,-8.17453378945132,-0.776705749042247
3.095,-8.17772165931708,-0.801334221466694
3.1,-8.18681861105141,-0.826105046616082
3.105,-8.20188893943875,-0.850933525013071
3.11,-8.22290787995772,-0.875734038119351
3.115,-8.24976059718578,-0.900421032414999
3.12,-8.28224144545429,-0.924910031567231
3.125,-8.32005364793552,-0.949118695027117
3.13,-8.36280945527961,-0.972967936441116
3.135,-8.41003101505501,-0.996383118069823
3.14,-8.46115220296411,-1.01929532506775
3.145,-8.51552169634818,-1.04164271760939
3.15,-8.57240765209391,-1.06337195550237
3.155,-8.63100432610116,-1.0844396652161
3.16,-8.69044100276317,-1.10481391624733
3.165,-8.74979351482583,-1.12447565450773
3.17,-8.80809857900745,-1.14342002161754
3.175,-8.86437100772745,-1.16165748206684
3.18,-8.91762368154257,-1.17921466157369
3.185,-8.96688992960248,-1.19613480830843
3.19,-9.01124765660502,-1.21247777683928
3.195,-9.04984439244635,-1.22831946899246
3.2,-9.08192206684493,-1.24375067490756
3.205,-9.10684024726898,-1.25887530434216
3.21,-9.12409650395245,-1.27380804374973
3.215,-9.13334252577723,-1.28867150976068
3.22,-9.13439501127044,-1.30359303090332
3.225,-9.12724047685064,-1.31870120938868
3.23,-9.11203374313941,-1.3341224453824
3.235,-9.08909017345665,-1.34997760880778
3.24,-9.05887230073954,-1.36637902336446
3.245,-9.02197182318759,-1.3834279041737
3.25,-8.9790881571516,-1.40121234599524
3.255,-8.93100494484375,-1.41980591080951
3.26,-8.87856584860391,-1.43926682079818
3.265,-8.82265082708727,-1.45963771854591
3.27,-8.76415393420612,-1.48094592864794
3.275,-8.7039633214496,-1.50320413548346
3.28,-8.64294399857767,-1.52641137684099
3.285,-8.5819234628043,-1.55055426159048
3.29,-8.52168032200625,-1.5756083203438
3.295,-8.46293566547086,-1.60153941709472
3.3,-8.40634696459186,-1.62830515354216
3.305,-8.35250417604172,-1.65585622581231
