"Freq [GHz]","dB(S(Antenna1_1_1,Antenna1_1_1)) []","ang_rad(S(Antenna1_1_1,Antenna1_1_1)) [rad]"
2.5,-20.2194347538384,0.979825001427815
2.505,-19.7357378143023,1.04526956531305
2.51,-19.2095256590823,1.09757901255316
2.515,-18.6665575577891,1.1377385570793
2.52,-18.1253942013288,1.16715958553369
2.525,-17.5985141299268,1.18735833165363
2.53,-17.0937879399877,1.19977948364447
2.535,-16.6158150002453,1.20571814387448
2.54,-16.1669663652183,1.20629825250016
2.545,-15.7481371085476,1.20247919068863
2.55,-15.3592648086356,1.1950741129621
2.555,-14.9996765027314,1.18477141944414
2.56,-14.6683159873343,1.17215531221757
2.565,-14.3638899474859,1.15772382403506
2.57,-14.0849598516386,1.14190386870824
2.575,-13.8299982027299,1.12506346186107
2.58,-13.5974214080732,1.10752138303058
2.585,-13.3856078528831,1.08955469068928
2.59,-13.192906685042,1.07140440205454
2.595,-13.017641496425,1.05327966286864
2.6,-12.8581115211898,1.03536065417778
2.605,-12.7125924967612,1.0178004657272
2.61,-12.5793389950019,1.00072614241474
2.615,-12.4565892558382,0.984239081993286
2.62,-12.3425737044715,0.968414980633347
2.625,-12.2355278389328,0.953303519443853
2.63,-12.1337098937423,0.938927986036821
2.635,-12.0354233107338,0.925285056725439
2.64,-11.9390435518565,0.912344935723093
2.645,-11.8430483571458,0.900052056807014
2.65,-11.7460499048449,0.888326508716449
2.655,-11.6468269894869,0.877066296283499
2.66,-11.5443549301824,0.866150477938302
2.665,-11.4378308769353,0.855443128925961
2.67,-11.3266922478486,0.844797994634694
2.675,-11.2106266643144,0.834063614039936
2.68,-11.089572159671,0.823088631275731
2.685,-10.9637075576662,0.811726986185765
2.69,-10.8334335872305,0.799842689796036
2.695,-10.6993461996466,0.787313916321408
2.7,-10.5622040094036,0.774036236509639
2.705,-10.4228922405413,0.759924879569345
2.71,-10.2823853975133,0.744916013894878
2.715,-10.1417108648545,0.728967106020253
2.72,-10.0019150398489,0.712056471362406
2.725,-9.86403330437286,0.694182175142177
2.73,-9.72906450610017,0.675360450744132
2.735,-9.59795026114758,0.655623798462307
2.74,-9.47155892168239,0.635018911158815
2.745,-9.35067390272533,0.613604550926767
2.75,-9.23598577494916,0.591449467952718
2.755,-9.12808754600009,0.568630430493798
2.76,-9.0274724649462,0.545230401503404
2.765,-8.93453376912628,0.521336887384275
2.77,-8.84956584376173,0.497040457128859
2.775,-8.7727663566052,0.472433423700949
2.78,-8.70423898856418,0.447608675981428
2.785,-8.64399654324609,0.422658626643782
2.79,-8.59196418496927,0.397674266358565
2.795,-8.54798280068565,0.37274428578091
2.8,-8.51181236494399,0.347954251251628
2.805,-8.48313538074366,0.323385806781499
