"Freq [GHz]","mag(S(Tx_p1,Tx_p1)) []","ang_rad(S(Tx_p1,Tx_p1)) [rad]"
1,0.00271095388129494,0.647524491006516
1.01,0.00271006482970875,0.372725759893016
1.02,0.00270916168397698,0.0979130839900716
1.03,0.00270824461108695,-0.176913107325071
1.04,0.00270731377469962,-0.451752401691146
1.05,0.00270636932801655,-0.726604401655804
1.06,0.00270541141900135,-1.00146872636995
1.07,0.00270444018922676,-1.27634500793798
1.08,0.00270345577455826,-1.5512328925088
1.09,0.00270245830485761,-1.82613203926208
1.1,0.00270144790382726,-2.10104211981764
1.11,0.00270042469340493,-2.37596281754952
1.12,0.00269938878521027,-2.65089382701385
1.13,0.00269834029323257,-2.92583485389585
1.14,0.00269727932088359,3.08239969341237
1.15,0.00269620597189319,2.80743947493188
1.16,0.00269512034352783,2.53247006277824
1.17,0.00269402253180629,2.25749171286439
1.18,0.00269291262664733,1.98250467280811
1.19,0.00269179071689874,1.70750918126908
1.2,0.00269065688759198,1.43250546988463
1.21,0.00268951122053701,1.15749376222284
1.22,0.00268835379436153,0.882474274446351
1.23,0.0026871846866846,0.60744721631342
1.24,0.00268600397171491,0.332412790490975
1.25,0.00268481172009826,0.057371193300017
1.26,0.00268360800134028,-0.217677385008396
1.27,0.00268239288298081,-0.492732760243541
1.28,0.0026811664300911,-0.767794753276793
1.29,0.00267992870635377,-1.04286319157556
1.3,0.00267867977248984,-1.31793790626509
1.31,0.00267741968814148,-1.59301873501055
1.32,0.00267614851222293,-1.86810551941482
1.33,0.00267486629949738,-2.1431981061614
1.34,0.00267357310517518,-2.41829634579987
1.35,0.00267226898182186,-2.69340009399909
1.36,0.00267095398331838,-2.96850921008664
1.37,0.00266962815830168,3.03956174988009
1.38,0.00266829155598334,2.76444230418343
1.39,0.00266694422527359,2.48931788894994
1.4,0.00266558621297845,2.21418863010323
1.41,0.00266421756396512,1.93905464930331
1.42,0.0026628383237717,1.66391606532325
1.43,0.00266144853598344,1.38877299377456
1.44,0.00266004824303344,1.11362554697318
1.45,0.00265863748598106,0.838473834726319
1.46,0.0026572163058742,0.563317963167192
1.47,0.00265578474455842,0.288158036521714
1.48,0.00265434284019391,0.0129941556347337
1.49,0.00265289063044142,-0.262173580781192
1.5,0.00265142815306755,-0.537345076739532
1.51,0.00264995544706675,-0.812520238729978
1.52,0.00264847254620974,-1.08769897535769
1.53,0.00264697948746934,-1.36288119744565
1.54,0.00264547630618343,-1.63806681841084
1.55,0.00264396303692742,-1.9132557533281
1.56,0.00264243971240882,-2.18844791970929
1.57,0.00264090636766386,-2.46364323669912
1.58,0.0026393630348454,-2.73884162539582
1.59,0.00263780974540457,-3.01404300926723
1.6,0.00263624653329419,2.99393799434746
1.61,0.00263467342792391,2.71873084441524
1.62,0.00263309046193265,2.44352091968058
1.63,0.00263149766428654,2.16830829038511
1.64,0.00262989506685074,1.89309302530689
1.65,0.0026282826985034,1.61787519091139
1.66,0.00262666059017879,1.34265485293685
1.67,0.00262502876880098,1.0674320752241
1.68,0.00262338726437328,0.792206920795005
1.69,0.00262173610596894,0.516979450592374
1.7,0.00262007532060171,0.241749725082663
1.71,0.00261840493720809,-0.0334821975647283
1.72,0.00261672498257964,-0.308716259624147
1.73,0.00261503548412082,-0.58395240478311
1.74,0.00261333646983384,-0.859190578231963
1.75,0.00261162796588478,-1.13443072550125
1.76,0.00260990999977633,-1.40967279420544
1.77,0.00260818259655507,-1.684916732124
1.78,0.00260644578278025,-1.96016248875671
1.79,0.00260469958568982,-2.23541001393309
1.8,0.00260294402969154,-2.51065925972908
1.81,0.00260117914113697,-2.78591017716396
1.82,0.00259940494529543,-3.06116272005779
1.83,0.00259762146829875,2.94676846502128
1.84,0.00259582873447887,2.67151280869856
1.85,0.00259402676835379,2.39625566299947
1.86,0.00259221559557573,2.12099707043408
1.87,0.00259039524086905,1.84573707469863
1.88,0.00258856572804005,1.57047571714252
1.89,0.00258672708314516,1.29521303901352
1.9,0.00258487932858892,1.01994908051443
1.91,0.00258302249070586,0.744683881801716
1.92,0.00258115659135187,0.469417481610868
1.93,0.00257928165705121,0.194149918219053
1.94,0.00257739771002862,-0.0811187707241851
1.95,0.00257550477441274,-0.356388548193256
1.96,0.00257360287386955,-0.631659377903103
1.97,0.00257169203315207,-0.906931224017657
1.98,0.00256977227518077,-1.18220405117852
1.99,0.00256784362337599,-1.45747782503151
2,0.0025659061013319,-1.73275251147796
2.01,0.00256395973283107,-2.0080280769564
2.02,0.00256200454044079,-2.28330448901752
2.03,0.00256004054821338,-2.55858171450584
2.04,0.00255806778004591,-2.83385972185371
2.05,0.00255608625769375,-3.1091384796067
2.06,0.00255409600523448,2.89876735029725
2.07,0.00255209704520489,2.62348718379977
2.08,0.00255008940166646,2.34820635856683
2.09,0.00254807309737645,2.07292490386499
2.1,0.00254604815516512,1.7976428486285
2.11,0.00254401459831516,1.52236022180968
2.12,0.00254197244886263,1.24707705160097
2.13,0.00253992173199615,0.971793366147996
2.14,0.00253786246839479,0.696509192249565
2.15,0.00253579468154495,0.421224557878936
2.16,0.00253371839572586,0.145939489359038
2.17,0.00253163363255144,-0.129345987056783
2.18,0.00252954041558943,-0.404631845205618
2.19,0.00252743876722549,-0.679918059431823
2.2,0.00252532871037161,-0.955204604482349
2.21,0.00252321026862127,-1.23049145561912
2.22,0.00252108346422768,-1.50577858767198
2.23,0.00251894832000826,-1.78106597652544
2.24,0.00251680485947604,-2.05635359805415
2.25,0.00251465310644347,-2.33164142877277
2.26,0.00251249308180793,-2.60692944472459
2.27,0.00251032480874152,-2.88221762331883
2.28,0.00250814831091713,3.12567936582829
2.29,0.00250596361175554,2.85039093088801
2.3,0.00250377073367432,2.57510240129606
2.31,0.0025015696994504,2.2998137996338
2.32,0.00249936053229542,2.02452514704515
2.33,0.00249714325539114,1.74923646572363
2.34,0.00249491789208538,1.47394777651616
2.35,0.00249268446438026,1.19865910084265
2.36,0.0024904429956325,0.923370459269613
2.37,0.00248819350993459,0.648081872956246
2.38,0.00248593602952525,0.372793361961938
2.39,0.00248367057676117,0.0975049467071818
2.4,0.00248139717663933,-0.177783352994686
2.41,0.00247911585150381,-0.45307151724333
2.42,0.00247682662430001,-0.728359526152896
2.43,0.00247452951886551,-1.00364736110029
2.44,0.00247222455792583,-1.27893500182947
2.45,0.00246991176527457,-1.55422242997856
2.46,0.00246759116354617,-1.82950962653507
2.47,0.00246526277694621,-2.10479657262362
2.48,0.00246292662927065,-2.38008325004192
2.49,0.00246058274238961,-2.65536964021578
2.5,0.00245823114084527,-2.93065572508042
2.51,0.00245587184778917,3.07724382063991
2.52,0.00245350488705912,2.80195840044709
2.53,0.00245113028184768,2.5266733390433
2.54,0.00244874805564929,2.25138865400561
2.55,0.00244635823313716,1.97610436324385
2.56,0.00244396083733906,1.7008204834488
2.57,0.00244155589124194,1.42553703193263
2.58,0.00243914342000978,1.15025402571903
2.59,0.00243672344717239,0.874971481562138
2.6,0.0024342959959574,0.599689416467098
2.61,0.00243186108995118,0.324407846770126
2.62,0.00242941875433727,0.0491267890239127
2.63,0.00242696901185047,-0.226153740345935
2.64,0.00242451188737312,-0.501433725077086
2.65,0.00242204740451209,-0.776713149540514
2.66,0.00241957558817819,-1.05199199680052
2.67,0.00241709646093143,-1.32727025156819
2.68,0.00241461004912501,-1.60254789800588
2.69,0.00241211637517177,-1.87782492024586
2.7,0.00240961546427243,-2.15310130283613
2.71,0.00240710733979334,-2.42837703031182
2.72,0.00240459202678865,-2.70365208683712
2.73,0.00240206955069894,-2.97892645770558
2.74,0.00239953993436216,3.02898517985862
2.75,0.00239700320249555,2.75371222647835
2.76,0.00239445938033257,2.47844000417873
2.77,0.00239190849227846,2.20316852862489
2.78,0.00238935056282098,1.92789781391338
2.79,0.00238678561685376,1.65262787512146
2.8,0.00238421367876364,1.37735872698722
2.81,0.0023816347738515,1.10209038415835
2.82,0.00237904892710272,0.826822861220123
2.83,0.00237645616265215,0.551556172242044
2.84,0.00237385650551999,0.276290332600868
2.85,0.00237124998151204,0.00102535578239165
2.86,0.00236863661420123,-0.274238743650217
2.87,0.00236601643017033,-0.549501951508737
2.88,0.00236338945430433,-0.824764253705491
2.89,0.00236075571112809,-1.10002563584911
2.9,0.0023581152262798,-1.37528608389328
2.91,0.00235546802545639,-1.65054558428673
2.92,0.00235281413215589,-1.92580412292164
2.93,0.00235015357450339,-2.20106168591267
2.94,0.00234748637605128,-2.47631825922619
2.95,0.00234481256242619,-2.75157382933299
2.96,0.00234213216012934,-3.02682838251104
2.97,0.00233944519385998,2.98110340218363
2.98,0.00233675168937314,2.70585092394799
2.99,0.0023340516724306,2.43059950342721
3,0.00233134516864979,2.15534915461273
3.01,0.00232863220477144,1.88009989005853
3.02,0.00232591280470561,1.60485172421042
3.03,0.00232318699603351,1.32960466997144
3.04,0.00232045480503345,1.05435874078695
3.05,0.00231771625607106,0.7791139500805
3.06,0.00231497137598969,0.503870311303134
3.07,0.00231222018982366,0.228627837208916
3.08,0.00230946272580847,-0.0466134586267454
3.09,0.0023066990089388,-0.32185356295916
3.1,0.00230392906506037,-0.597092462739473
3.11,0.00230115292104877,-0.872330145063668
3.12,0.00229837060386545,-1.14756659620417
3.13,0.00229558213810882,-1.42280180347726
3.14,0.00229278755147434,-1.69803575384569
3.15,0.00228998687076991,-1.97326843420035
3.16,0.00228718012149735,-2.2484998315817
3.17,0.00228436733197133,-2.52372993285329
3.18,0.00228154852645328,-2.79895872525748
3.19,0.00227872373256866,-3.07418619564509
3.2,0.0022758929788396,2.93377297599818
3.21,0.00227305628955386,2.65854818829931
3.22,0.00227021369291513,2.38332476102014
3.23,0.00226736521508615,2.10810270721189
3.24,0.00226451088381896,1.8328820400513
3.25,0.00226165072555528,1.55766277211964
3.26,0.00225878476738908,1.28244491621411
3.27,0.00225591303639098,1.00722848501864
3.28,0.00225303556043352,0.73201349167493
3.29,0.00225015236587675,0.456799949029942
3.3,0.00224726348037251,0.181587869548636
3.31,0.00224436893096275,-0.0936227338346322
3.32,0.002241468744828,-0.368831848386049
3.33,0.00223856294999392,-0.644039461247575
3.34,0.00223565157396421,-0.919245559745719
3.35,0.00223273464373519,-1.19445013112771
3.36,0.00222981218731877,-1.46965316259843
3.37,0.00222688423197737,-1.74485464129742
3.38,0.00222395080459288,-2.02005455474327
3.39,0.00222101193455918,-2.29525288975365
3.4,0.00221806764894256,-2.57044963421965
3.41,0.00221511797480768,-2.84564477487965
3.42,0.00221216294000544,-3.12083829906331
3.43,0.0022092025747257,2.8871551131017
3.44,0.00220623690408198,2.61196486017115
3.45,0.00220326595768056,2.33677626151586
3.46,0.00220028976241055,2.06158933011081
3.47,0.00219730834805424,1.78640407941117
3.48,0.00219432174073753,1.51122052149004
3.49,0.00219132997065673,1.23603866933159
3.5,0.00218833306502476,0.960858535469412
3.51,0.00218533105200986,0.68568013347156
3.52,0.00218232396012122,0.410503475089781
3.53,0.00217931181739385,0.135328573861064
3.54,0.00217629465338247,-0.139844557738916
3.55,0.00217327249637492,-0.415015906644258
3.56,0.00217024537301836,-0.690185460370798
3.57,0.00216721331452178,-0.965353205356418
3.58,0.00216417634807753,-1.24051912973745
3.59,0.0021611345022138,-1.51568321988036
3.6,0.00215808780643365,-1.7908454631379
3.61,0.00215503628913999,-2.06600584637457
3.62,0.00215197997910479,-2.34116435733145
3.63,0.0021489189058078,-2.61632098207043
3.64,0.00214585309658295,-2.89147570859208
3.65,0.0021427825823874,3.11655678382313
3.66,0.0021397073902808,2.84140589360406
3.67,0.00213662755169336,2.56625694123656
3.68,0.0021335430932886,2.29110993924778
3.69,0.00213045404575358,2.01596490104546
3.7,0.00212736043857405,1.74082183943809
3.71,0.00212426229923714,1.46568076780451
3.72,0.0021211596584829,1.19054169907449
3.73,0.00211805254559471,0.915404646584393
3.74,0.00211494098962369,0.640269623409897
3.75,0.00211182502070799,0.365136642179368
3.76,0.00210870466633943,0.0900057169678787
3.77,0.0021055799580451,-0.185123139507435
3.78,0.00210245092489194,-0.460249913827282
3.79,0.00209931759631576,-0.735374593027646
3.8,0.00209618000157355,-1.01049716301421
3.81,0.00209303817116984,-1.28561761121393
3.82,0.00208989213487764,-1.56073592413457
3.83,0.00208674192164904,-1.83585208829775
3.84,0.00208358756202518,-2.11096609018183
3.85,0.00208042908658936,-2.38607791659846
3.86,0.0020772665235057,-2.66118755364202
3.87,0.00207409990384204,-2.93629498816762
3.88,0.00207092925717021,3.07178510059608
3.89,0.00206775461369553,2.79668211180704
3.9,0.00206457600433768,2.52158136644027
3.91,0.00206139345916697,2.24648287807472
3.92,0.00205820700674949,1.97138666004568
3.93,0.00205501667808705,1.69629272651351
3.94,0.00205182250519609,1.42120109095642
3.95,0.00204862451603092,1.14611176716947
3.96,0.00204542274210326,0.871024769081146
3.97,0.00204221721410704,0.595940110216511
3.98,0.00203900796189247,0.3208578047358
3.99,0.00203579501582478,0.0457778665233508
4,0.00203257840732818,-0.229299690622401
4.01,0.00202935816645746,-0.50437485259755
4.02,0.00202613432336384,-0.779447605315397
4.03,0.00202290691002076,-1.05451793498528
4.04,0.00201967595653218,-1.32958582740802
4.05,0.00201644149295919,-1.60465126825549
4.06,0.00201320355074874,-1.87971424349092
4.07,0.00200996216079011,-2.15477473913792
4.08,0.00200671735430366,-2.42983274027268
4.09,0.00200346916122453,-2.70488823333169
4.1,0.0020002176126625,-2.9799412034541
4.11,0.00199696274040139,3.02819367063784
4.12,0.00199370457562941,2.75314578904262
4.13,0.0019904431492221,2.47810047349464
4.14,0.00198717849159316,2.20305773851825
4.15,0.00198391063476758,1.92801759864674
4.16,0.00198063960882071,1.65298006849345
4.17,0.00197736544717485,1.37794516264592
4.18,0.0019740881792586,1.10291289586553
4.19,0.00197080783633093,0.827883282583009
4.2,0.00196752445118513,0.552856338136338
4.21,0.001964238054245,0.277832077141385
4.22,0.00196094867675282,0.00281051435609616
4.23,0.00195765635153548,-0.272208335238157
4.24,0.00195436110917773,-0.547224456781743
4.25,0.00195106298079029,-0.822237834657828
4.26,0.00194776199976294,-1.09724845470254
4.27,0.00194445819511031,-1.37225630101304
4.28,0.00194115160125313,-1.64726135885491
4.29,0.00193784224856979,-1.92226361277033
4.3,0.00193453016828463,-2.19726304759714
4.31,0.00193121539313084,-2.47225964797941
4.32,0.00192789795512837,-2.74725339851744
4.33,0.00192457788642584,-3.02224428387711
4.34,0.00192125521731282,2.98595301879031
4.35,0.00191792998135925,2.71096791059547
4.36,0.00191460221008889,2.43598571451406
4.37,0.00191127193522435,2.16100644597369
4.38,0.0019079391893985,1.88603012027
4.39,0.00190460400471972,1.61105675386776
4.4,0.00190126641269612,1.33608636233114
4.41,0.00189792644662378,1.06111896155143
4.42,0.0018945841383352,0.786154567666215
4.43,0.00189123951920423,0.511193196062785
4.44,0.0018878926223242,0.236234863372437
4.45,0.00188454348073136,-0.0387204145585141
4.46,0.00188119212502681,-0.313672621532339
4.47,0.00187783858983642,-0.588621741208204
4.48,0.00187448290528426,-0.863567757462852
4.49,0.00187112510626524,-1.13851065376485
4.5,0.00186776522419649,-1.41345041392121
4.51,0.00186440329047959,-1.68838702133933
4.52,0.00186103934015266,-1.96332045948226
4.53,0.00185767340415256,-2.23825071193321
4.54,0.00185430551594908,-2.51317776175666
4.55,0.00185093570727202,-2.78810159263478
4.56,0.00184756401207491,-3.06302218735367
4.57,0.00184419046176641,2.94524577780241
4.58,0.00184081509099718,2.67033170550089
4.59,0.00183743793172264,2.39542091991337
4.6,0.00183405901631271,2.12051343804048
4.61,0.00183067837873202,1.84560927680041
4.62,0.00182729605105492,1.57070845354085
4.63,0.0018239120675444,1.29581098549069
4.64,0.00182052645938607,1.02091688974449
4.65,0.00181713926183101,0.746026184119652
4.66,0.00181375050619639,0.471138885576308
4.67,0.00181036022594221,0.196255011866641
4.68,0.00180696845554649,-0.0786254196177291
4.69,0.00180357522680127,-0.353502391100956
4.7,0.00180018057268066,-0.628375885148755
4.71,0.00179678452831895,-0.903245883776091
4.72,0.00179338712612778,-1.17811236894542
4.73,0.0017899883988043,-1.45297532300292
4.74,0.00178658838058911,-1.72783472795693
4.75,0.00178318710423383,-2.00269056579242
4.76,0.00177978460344501,-2.27754281813375
4.77,0.00177638091261536,-2.55239146760002
4.78,0.00177297606369682,-2.82723649478205
4.79,0.00176957009181008,-3.10207788206432
4.8,0.0017661630292458,2.90626969636522
4.81,0.00176275491002896,2.63143564451689
4.82,0.0017593457686574,2.35660528833991
4.83,0.00175593563713027,2.0817786461461
4.84,0.00175252455136284,1.80695573665021
