"Freq [GHz]","mag(S(Tx_p1,Tx_p1)) []","ang_rad(S(Tx_p1,Tx_p1)) [rad]"
1,0.00578888696545863,-2.67484650774559
1.01,0.00578708169565165,-2.91985860807152
1.02,0.00578524423481296,3.11829882549991
1.03,0.00578337502700386,2.87325566326089
1.04,0.00578147449853099,2.628197677999
1.05,0.00577954305719508,2.38312531756041
1.06,0.00577758109138444,2.1380390123552
1.07,0.00577558897355278,1.89293917717888
1.08,0.00577356706038046,1.64782621066871
1.09,0.0057715156930425,1.40270049736898
1.1,0.00576943519821366,1.15756240733861
1.11,0.00576732589136608,0.912412297506069
1.12,0.00576518807225044,0.667250511893279
1.13,0.00576302203094074,0.422077382368608
1.14,0.00576082804424614,0.176893228733183
1.15,0.00575860638041575,-0.0683016395665565
1.16,0.00575635729530758,-0.313506924377506
1.17,0.00575408103608805,-0.558722337639492
1.18,0.00575177784102872,-0.803947600874595
1.19,0.00574944793837094,-1.04918244501982
1.2,0.00574709154923693,-1.29442660990528
1.21,0.00574470888713382,-1.5396798441161
1.22,0.00574230015664933,-1.78494190415726
1.23,0.00573986555607266,-2.03021255469907
1.24,0.00573740527839274,-2.27549156756769
1.25,0.00573491950622044,-2.52077872217378
1.26,0.00573240842123855,-2.76607380493303
1.27,0.00572987219364545,-3.01137660852274
1.28,0.00572731099371806,3.02649837488422
1.29,0.00572472498267287,2.78118072556296
1.3,0.00572211431628005,2.53585593915942
1.31,0.00571947914998772,2.29052419874193
1.32,0.00571681962839425,2.04518568172824
1.33,0.00571413589664775,1.79984056068658
1.34,0.00571142809485582,1.55448900248015
1.35,0.00570869635664157,1.30913116962792
1.36,0.00570594081382074,1.06376721974403
1.37,0.00570316159479734,0.818397305935103
1.38,0.00570035882342522,0.573021577202416
1.39,0.00569753262182015,0.327640178007083
1.4,0.00569468310689164,0.0822532491535298
1.41,0.00569181039482389,-0.163139072790539
1.42,0.00568891459585016,-0.40853665474397
1.43,0.00568599582140064,-0.653939367395916
1.44,0.00568305417587015,-0.899347084877203
1.45,0.00568008976561024,-1.14475968446773
1.46,0.00567710269090621,-1.39017704717054
1.47,0.00567409305189847,-1.63559905661615
1.48,0.00567106094585343,-1.88102559977557
1.49,0.00566800646723686,-2.12645656626894
1.5,0.00566492970879815,-2.37189184907448
1.51,0.00566183076425427,-2.61733134326277
1.52,0.00565870971956336,-2.86277494680957
1.53,0.00565556666503448,-3.10822256037734
1.54,0.00565240168493786,2.9295112203051
1.55,0.00564921486357993,2.68405587537907
1.56,0.00564600628533212,2.43859680450714
1.57,0.00564277602928664,2.19313409768137
1.58,0.00563952417547332,1.94766784267666
1.59,0.00563625080307249,1.70219812563651
1.6,0.00563295598896914,1.45672503012221
1.61,0.005629639808928,1.21124863808066
1.62,0.00562630233741559,0.965769029305455
1.63,0.00562294364834864,0.72028628210384
1.64,0.00561956381419919,0.474800472638738
1.65,0.00561616290477619,0.229311675646175
1.66,0.00561274099171829,-0.016180036104939
1.67,0.00560929814484212,-0.261674591281896
1.68,0.00560583443171416,-0.507171919953381
1.69,0.00560234991962295,-0.752671954192849
1.7,0.0055988446753234,-0.998174627278118
1.71,0.00559531876472233,-1.2436798736927
1.72,0.00559177225298304,-1.48918762984064
1.73,0.0055882052045696,-1.73469783300232
1.74,0.00558461768340009,-1.98021042203899
1.75,0.00558100975019894,-2.22572533689533
1.76,0.00557738147002739,-2.47124251914799
1.77,0.00557373290243242,-2.71676191094415
1.78,0.00557006410905382,-2.96228345605674
1.79,0.00556637515066319,3.07537820775652
1.8,0.00556266608687141,2.82985252038295
1.81,0.00555893697676034,2.58432484174637
1.82,0.00555518787866378,2.33879522434561
1.83,0.00555141885258182,2.09326371874243
1.84,0.00554762995343015,1.84773037507344
1.85,0.0055438212416888,1.60219524222958
1.86,0.00553999277243434,1.35665836856475
1.87,0.00553614460173628,1.11111980109714
1.88,0.00553227678824391,0.865579586127535
1.89,0.005528389384792,0.620037769299814
1.9,0.00552448244970925,0.374494395039615
1.91,0.00552055603541139,0.128949507456128
1.92,0.00551661019766445,-0.116596850695821
1.93,0.0055126449918618,-0.362144636977521
1.94,0.00550866047103196,-0.607693809997893
1.95,0.00550465668872357,-0.853244328895953
1.96,0.00550063370019889,-1.09879615370489
1.97,0.00549659155699403,-1.34434924465836
1.98,0.00549253031281329,-1.58990356347814
1.99,0.00548845002171322,-1.8354590718767
2,0.00548435073444186,-2.08101573237242
2.01,0.00548023250428232,-2.32657350821036
2.02,0.0054760953838382,-2.57213236305826
2.03,0.00547193942527283,-2.81769226151131
2.04,0.00546776467885009,-3.06325316845665
2.05,0.0054635711985637,2.97437025785988
2.06,0.00545935903448501,2.72880743690157
2.07,0.00545512823866205,2.4832437095315
2.08,0.00545087886159028,2.23767910827881
2.09,0.00544661095624459,1.99211366589478
2.1,0.00544232457109228,1.7465474139754
2.11,0.00543801975859344,1.50098038410306
2.12,0.00543369656985757,1.25541260710843
2.13,0.00542935505417974,1.0098441136953
2.14,0.00542499526325358,0.764274933817165
2.15,0.00542061724771791,0.518705097123607
2.16,0.0054162210579944,0.273134632575191
2.17,0.00541180674286814,0.0275635691861179
2.18,0.00540737435423681,-0.218008064677548
2.19,0.00540292394192932,-0.463580241114111
2.2,0.00539845555614097,-0.709152932505937
2.21,0.00539396924740149,-0.954726111505849
