"Freq [GHz]","re(S(Antenna1_1_p1,Antenna1_1_p1)) []","im(S(Antenna1_1_p1,Antenna1_1_p1)) []"
3,0.0826936602503872,-0.108272338546587
3.002,0.0812109152269999,-0.109103707839128
3.004,0.0797150161339265,-0.109880720638213
3.006,0.0782196197245175,-0.110635919221832
3.008,0.0767201675500517,-0.111355467736078
3.01,0.0752317442422745,-0.112046560282891
3.012,0.0737559747199965,-0.112697603527245
3.014,0.0722613303647069,-0.11331465028384
3.016,0.0707844505581895,-0.113897923743087
3.018,0.0693045650112424,-0.114452030376679
3.02,0.0678382450463935,-0.114979612452505
3.022,0.0663763197006598,-0.115462240779112
3.024,0.0649269995363809,-0.115923426149568
3.026,0.0634871873531175,-0.116360127734792
3.028,0.0620505460675956,-0.116776504328353
3.03,0.0606257592457071,-0.117143892460811
3.032,0.0592212426846373,-0.117506676589385
3.034,0.0578170292150112,-0.11782861567026
3.036,0.0564350361231525,-0.118127306456279
3.038,0.0550582015934368,-0.118407345520175
3.04,0.0537039488407017,-0.118663441213268
3.042,0.052359483322807,-0.118888096514676
3.044,0.05103667065324,-0.119108645703039
3.046,0.0497287588438701,-0.119303586426736
3.048,0.048435459817786,-0.119477850558616
3.05,0.0471446476022692,-0.119636045164254
3.052,0.045891451731858,-0.119773328458705
3.054,0.04465184778155,-0.119894686053839
3.056,0.0434142631601328,-0.120011125695182
3.058,0.0422068896236504,-0.120104195143712
3.06,0.0410187971689762,-0.12019033102034
3.062,0.0398380723775629,-0.120265745874913
3.064,0.0386865706992852,-0.120332654126263
3.066,0.0375322794964716,-0.120386735788194
3.068,0.0364182130780752,-0.120439745035156
3.07,0.0353094894939626,-0.1204740875419
3.072,0.0342254204294154,-0.120506749089082
3.074,0.0331500991197382,-0.120529119029131
3.076,0.0320845807150651,-0.120552210196602
3.078,0.0310375305453133,-0.120565503696142
3.08,0.0300060639552896,-0.120582849669073
3.082,0.0290096673000308,-0.12060206446449
3.084,0.028009799020247,-0.120609547100999
3.086,0.0270232788579667,-0.120617699708127
3.088,0.0260543166324046,-0.120629992938151
3.09,0.0250885385059499,-0.120634554500669
3.092,0.024157058610368,-0.120647548909825
3.094,0.0232206106332107,-0.120663210980958
3.096,0.0223073903444003,-0.120695220114094
3.098,0.0213923132529856,-0.120708352938897
3.1,0.0204889137841464,-0.120734357066316
3.102,0.0196154709753232,-0.12075339171408
3.104,0.0187273208568112,-0.120779223467592
3.106,0.017853309211891,-0.120814953896469
3.108,0.0169859244880803,-0.120872300537813
3.11,0.0161289444779295,-0.120905004711959
3.112,0.0152786062882531,-0.120964676656783
3.114,0.0144250811535584,-0.121023891761964
3.116,0.0135965598697158,-0.121089294702707
3.118,0.0127533055798076,-0.12116605396327
3.12,0.0119175886521886,-0.121252178000144
3.122,0.0110882475688488,-0.121339911164856
3.124,0.0102512308788793,-0.121429857416503
3.126,0.0094184357472858,-0.121531894913957
3.128,0.0085944403699227,-0.121635157057773
3.13,0.0077609597787671,-0.121753911461722
3.132,0.00694090608032008,-0.121876492484102
