"Freq [GHz]","re(S(Rx_p1,Tx_p1)) []","im(S(Rx_p1,Tx_p1)) []"
1,-0.04733258539,-0.01914133579
1.01,-0.05019464832,-0.004132920104
1.02,-0.04848688175,0.01081166964
1.03,-0.04251505658,0.02436017207
1.04,-0.03295323586,0.03535843469
1.05,-0.02076523488,0.04292476307
1.06,-0.007104949833,0.04651378065
1.07,0.006793558982,0.04594643978
1.08,0.01972552893,0.04140643634
1.09,0.03061508552,0.03340637059
1.1,0.03859759423,0.02272927473
1.11,0.04307983085,0.01035246876
1.12,0.04377545835,-0.002638850842
1.13,0.04071544597,-0.01514117243
1.14,0.03423476104,-0.02611903919
1.15,0.02493786596,-0.03468289367
1.16,0.01364633178,-0.04015409251
1.17,0.001332376785,-0.04211371274
1.18,-0.01095748881,-0.0404325689
1.19,-0.02218415961,-0.03528059705
1.2,-0.03139800327,-0.02711455932
1.21,-0.03781591045,-0.01664401352
1.22,-0.04088764524,-0.004776764209
1.23,-0.04034583537,0.007453429313
1.24,-0.03623446278,0.0189723686
1.25,-0.02891187693,0.02875790894
1.26,-0.01902619769,0.03593175012
1.27,-0.007463412979,0.03984200568
1.28,0.004728712856,0.0401280434
1.29,0.01643495664,0.03676011768
1.3,0.02657673162,0.03004837383
1.31,0.03421578851,0.0206187475
1.32,0.03864671496,0.00935680081
1.33,0.03946807072,-0.002675798636
1.34,0.03662393525,-0.01434412662
1.35,0.0304107002,-0.02455164153
1.36,0.02144775898,-0.03234876113
1.37,0.0106148505,-0.03702662552
1.38,-0.00103733195,-0.03818584
1.39,-0.01239356419,-0.03577280208
1.4,-0.02238592521,-0.03007993638
1.41,-0.03009892043,-0.02171030426
1.42,-0.03485674099,-0.01151108269
1.43,-0.03628378863,-0.0004838064001
1.44,-0.03433286442,0.01031837595
1.45,-0.02927922474,0.01989512484
1.46,-0.02168254801,0.02739402118
1.47,-0.01232225321,0.03218694868
1.48,-0.002114175686,0.03392088775
1.49,0.00798191373,0.03253942032
1.5,0.01705415387,0.02827457685
1.51,0.02432080829,0.02161174918
1.52,0.02919555474,0.01323290841
1.53,0.03133085903,0.003945077785
1.54,0.0306370225,-0.005398180253
1.55,0.02727702438,-0.01397457028
1.56,0.02163949863,-0.02106328319
1.57,0.01429390475,-0.02610211035
1.58,0.005933080098,-0.0287276203
1.59,-0.002691110021,-0.02879635897
1.6,-0.01083331811,-0.02638675259
1.61,-0.01781619723,-0.02178290641
1.62,-0.02308332781,-0.01544272551
1.63,-0.02624006874,-0.007953708155
1.64,-0.0270798995,1.961953678E-05
1.65,-0.02559495213,0.00779232567
1.66,-0.02197056096,0.01471537892
1.67,-0.0165647473,0.02022744178
1.68,-0.009874572242,0.0238983636
1.69,-0.002492189909,0.02546122439
1.7,0.004945834414,0.02483063044
1.71,0.01181187184,0.02210599533
1.72,0.01753895318,0.01755969879
1.73,0.02166668681,0.01161122263
1.74,0.02387764702,0.004789517262
1.75,0.02402129716,-0.002313155858
1.76,0.02212357622,-0.009091935268
1.77,0.01838152326,-0.01498027759
1.78,0.01314362299,-0.01949675704
