"Freq [GHz]","re(S(Rx_p1,Tx_p1)) []","im(S(Rx_p1,Tx_p1)) []"
1,-0.06635093961,0.004558552922
1.01,-0.0615041022,0.02412361024
1.02,-0.05107325355,0.04123511573
1.03,-0.036068359,0.05435432063
1.04,-0.01790706546,0.06231586098
1.05,0.001713610637,0.06443103138
1.06,0.02097050353,0.06054955258
1.07,0.03807977839,0.05107406037
1.08,0.05146065259,0.036925138
1.09,0.05988289773,0.01945871253
1.1,0.06258432545,0.0003418288737
1.11,0.05934636812,-0.01860310161
1.12,0.05051906402,-0.03557190805
1.13,0.03699114486,-0.04895384996
1.14,0.02010620821,-0.05749093764
1.15,0.001531654562,-0.06040453284
1.16,-0.01690746603,-0.05747494012
1.17,-0.03341304414,-0.04906413996
1.18,-0.04639742512,-0.03607776775
1.19,-0.05464566761,-0.0198692673
1.2,-0.05743816761,-0.002095998326
1.21,-0.05461947189,0.01545697584
1.22,-0.04660527585,0.03106552428
1.23,-0.03432698226,0.04324588431
1.24,-0.01912080351,0.05090431912
1.25,-0.002575160888,0.05344016884
1.26,0.01364489999,0.05079143342
1.27,0.02797511233,0.04341937992
1.28,0.03911045795,0.03223635394
1.29,0.0461271248,0.01848789258
1.3,0.04855578661,0.00360540656
1.31,0.04640083382,-0.01095156523
1.32,0.04010731558,-0.02384451673
1.33,0.03048375731,-0.03398011311
1.34,0.01859380126,-0.04059747965
1.35,0.005632188219,-0.04331262796
1.36,-0.007199238823,-0.0421200458
1.37,-0.01880186609,-0.03735680487
1.38,-0.02826701646,-0.02963841184
1.39,-0.03493362701,-0.01977761332
1.4,-0.03841606478,-0.008697398009
1.41,-0.03860508655,0.002652194366
1.42,-0.03564751341,0.01336659823
1.43,-0.02991125205,0.02264489903
1.44,-0.02194194121,0.02983289976
1.45,-0.01241609804,0.03445244016
1.46,-0.00209372349,0.03621936341
1.47,0.008228517448,0.03505244791
1.48,0.01776369689,0.03107468613
1.49,0.02578115604,0.02460693621
1.5,0.03165317426,0.01615271325
1.51,0.03490049844,0.006372197182
1.52,0.0352338286,-0.003956271076
1.53,0.03258688576,-0.01398776578
1.54,0.02713586268,-0.02287400823
1.55,0.01930024089,-0.02983442848
1.56,0.009721298275,-0.03422890601
1.57,-0.0007829695295,-0.03562433842
1.58,-0.01128467322,-0.03384656383
1.59,-0.02082943914,-0.02900988184
1.6,-0.02852831478,-0.02151849455
1.61,-0.03364809831,-0.01203738329
1.62,-0.03568939272,-0.001433987472
1.63,-0.03444259541,0.009304036241
1.64,-0.03001440518,0.01916634655
1.65,-0.02282093228,0.0272218655
1.66,-0.01354761784,0.03271347833
1.67,-0.003080293226,0.03513461696
1.68,0.007584766246,0.03427910483
1.69,0.01744150796,0.03025898229
1.7,0.02557417145,0.02348895978
1.71,0.03124588777,0.01464008895
1.72,0.03396671125,0.004568662305
1.73,0.03353476075,-0.005771170701
1.74,0.03004747637,-0.01542129555
1.75,0.02388340043,-0.02351021066
1.76,0.01565793457,-0.02933153721
1.77,0.006158881348,-0.03240362193
1.78,-0.003730937424,-0.03250581761
1.79,-0.01311612009,-0.02968960627
1.8,-0.02116856728,-0.02426516122
1.81,-0.02719809403,-0.0167660057
1.82,-0.03070840351,-0.00789599215
1.83,-0.03143463529,0.001536134594
1.84,-0.02936035529,0.01068878224
1.85,-0.02471346519,0.01876023771
1.86,-0.01794201312,0.02505638388
1.87,-0.009672251084,0.02904824672
1.88,-0.0006524879067,0.03041501053
1.89,0.008312703215,0.0290691879
1.9,0.01643259806,0.0251619195
1.91,0.02299898656,0.01906787528
1.92,0.02744758011,0.01135086607
1.93,0.02940678497,0.002712938662
1.94,0.0287294061,-0.0060687334
1.95,0.02550426396,-0.01421161353
1.96,0.02004650417,-0.0209979028
1.97,0.01286738909,-0.02583849403
1.98,0.004626365048,-0.02832479527
1.99,-0.003930037143,-0.02826358171
2,-0.01203660461,-0.02569171081
2.01,-0.01897860081,-0.02086955449
2.02,-0.02415515439,-0.01425412628
2.03,-0.02713106795,-0.006454858525
2.04,-0.02767253908,0.001823413018
2.05,-0.02576400039,0.009844638815
2.06,-0.02160519099,0.0169068699
2.07,-0.01558944131,0.02240284391
2.08,-0.008265789549,0.02587073472
2.09,-0.000288805275,0.02703111248
2.1,0.007639202858,0.02580755959
2.11,0.01482858284,0.02232986566
2.12,0.02066041308,0.01692014055
2.13,0.0246377607,0.01006344098
2.14,0.02642631991,0.002365547869
2.15,0.02588149265,-0.005498662392
2.16,0.02305995861,-0.01284223496
2.17,0.01821484743,-0.01902417744
2.18,0.01177474723,-0.02350404258
2.19,0.004307936898,-0.02588870132
2.2,-0.003525625131,-0.02596736319
2.21,-0.01103095044,-0.02373161721
2.22,-0.01753879698,-0.01937830141
2.23,-0.02246543409,-0.01329433914
2.24,-0.02536602705,-0.006024231347
2.25,-0.02597653121,0.001777459802
2.26,-0.02423978354,0.009404729761
2.27,-0.02031279601,0.0161646447
2.28,-0.01455399569,0.02144169491
2.29,-0.007491150798,0.0247556941
2.3,0.000227253272,0.02580737465
2.31,0.00789261712,0.02450694949
2.32,0.01480288569,0.0209826041
2.33,0.02032862291,0.01556795876
2.34,0.02397189052,0.008769753185
2.35,0.02541209159,0.001219082332
2.36,0.02453436093,-0.006388800605
2.37,0.02143797163,-0.01335999843
2.38,0.01642434067,-0.01906628932
2.39,0.009966295596,-0.02300206334
2.4,0.002662069278,-0.02482865574
2.41,-0.004821167672,-0.02440231471
2.42,-0.01180866033,-0.02178378679
2.43,-0.01767857012,-0.01722932108
2.44,-0.02191628017,-0.0111645847
2.45,-0.02415801091,-0.004144393432
2.46,-0.02422041216,0.003197804561
2.47,-0.02211412546,0.01020613494
2.48,-0.01804067248,0.01625941926
2.49,-0.01237332179,0.0208245786
2.5,-0.005623747742,0.02350211976
2.51,0.001602717116,0.02406017639
2.52,0.008659643634,0.02245443733
2.53,0.01491571195,0.01883230549
2.54,0.01981005326,0.01352076455
2.55,0.02290215237,0.006998651493
2.56,0.02391198183,-0.0001447110378
2.57,0.02274663201,-0.007261354809
2.58,0.01951065664,-0.0137027442
2.59,0.01449864633,-0.01887906122
2.6,0.008170099914,-0.02231426376
2.61,0.001108359449,-0.02369157905
2.62,-0.006032963278,-0.02288474619
2.63,-0.01259120848,-0.01997152225
2.64,-0.01795767215,-0.01522763173
2.65,-0.02163610683,-0.009101310673
2.66,-0.02329070038,-0.002170656465
2.67,-0.02277847685,0.004912106831
2.68,-0.02016263973,0.01148384481
2.69,-0.01570539553,0.01693472316
2.7,-0.009841014684,0.02076677627
2.71,-0.003132033287,0.02264081656
2.72,0.003786694617,0.02240698033
2.73,0.01027014152,0.02011604591
2.74,0.01572496021,0.01601079205
2.75,0.01966477912,0.01049881696
2.76,0.02175359121,0.004110149513
2.77,0.02183336277,-0.00255556802
