"Freq [GHz]","dB(S(1,1)) []","ang_rad(S(1,1)) [rad]"
5.6775,-13.2174192688198,-2.51710499434484
5.695,-13.0763307386206,-2.56711475159545
5.7125,-12.9456495444129,-2.61679213383319
5.73,-12.8251297274634,-2.66618876687891
5.7475,-12.7145498939692,-2.71535299868544
5.765,-12.6137124055619,-2.76433040394158
5.7825,-12.5224425672946,-2.81316422805918
5.8,-12.4405878328749,-2.86189578101126
5.8175,-12.3680170394586,-2.91056478995307
5.835,-12.304619678777,-2.95920971830755
5.8525,-12.2503052071813,-3.00786805798601
5.87,-12.2050023939377,-3.05657660060693
5.8875,-12.1686587044744,-3.10537169293811
5.905,-12.1412397130289,3.12889582588298
5.9225,-12.1227285370673,3.07981915790447
5.94,-12.1131252837737,3.03054715427246
5.9575,-12.1124464966893,2.98104284995548
5.975,-12.1207245880614,2.93126852909605
5.9925,-12.1380072394893,2.88118547402866
6.01,-12.1643567498471,2.8307537011885
6.0275,-12.1998493050334,2.77993167982021
6.045,-12.244574138594,2.72867602920879
6.0625,-12.2986325454097,2.67694118992421
6.08,-12.3621367020776,2.62467906431477
6.0975,-12.435208236913,2.57183862122249
6.115,-12.5179764791392,2.51836545965969
6.1325,-12.6105763001551,2.46420132602785
6.15,-12.713145439029,2.40928357944784
6.1675,-12.8258211786157,2.35354460000815
6.185,-12.9487362068959,2.29691113537366
6.2025,-13.0820134590837,2.23930358244576
6.22,-13.2257596885059,2.18063520292889
6.2375,-13.3800574570206,2.12081127516641
6.255,-13.5449551679712,2.05972819005439
6.2725,-13.7204546862417,1.99727250704006
6.29,-13.9064960023287,1.93331999826028
6.3075,-14.1029383046287,1.86773472621893
6.325,-14.3095367352013,1.80036822488165
6.3425,-14.5259140354972,1.73105888791504
6.36,-14.7515262681043,1.65963171352298
6.3775,-14.9856218740251,1.58589861535738
6.395,-15.2271935623055,1.50965958485717
6.4125,-15.4749230314643,1.43070508128443
6.43,-15.7271194273055,1.34882012592983
6.4475,-15.9816539168946,1.26379067178962
6.465,-16.2358949748919,1.17541288048477
6.4825,-16.4866520443595,1.08350591506911
6.5,-16.7301390681926,0.987928677668538
6.5175,-16.9619735205194,0.888600492944448
6.535,-17.1772299054749,0.785524975351168
6.5525,-17.3705673555346,0.678815190375215
6.57,-17.5364464562227,0.568716836821367
6.5875,-17.6694384387065,0.455624872108438
6.605,-17.7646098843523,0.340088351129501
6.6225,-17.8179412290958,0.222798925824028
6.64,-17.826715336196,0.104560881107763
6.6575,-17.7898035432853,-0.0137554928220618
6.675,-17.7077887343029,-0.131271098325175
6.6925,-17.5828977734117,-0.247156684382451
6.71,-17.4187586196284,-0.360683410421816
6.7275,-17.2200347231634,-0.471258125726614
6.745,-16.9920080709578,-0.578440261805132
6.7625,-16.7401790620791,-0.681941421699409
6.78,-16.4699321854847,-0.781611687724095
6.7975,-16.1862914686346,-0.877417843100631
6.815,-15.8937676950785,-0.96941837736768
6.8325,-15.5962849562614,-1.05773896483178
6.85,-15.2971675808745,-1.14255069896087
6.8675,-14.9991678938627,-1.22405214217656
6.885,-14.70451803524,-1.3024553781049
6.9025,-14.4149931147961,-1.37797573396799
6.92,-14.1319769740092,-1.45082459759917
6.9375,-13.8565251414912,-1.52120469273299
6.955,-13.589422030506,-1.5893072181012
6.9725,-13.3312311051042,-1.65531034432384
6.99,-13.0823377969862,-1.71937866323095
7.0075,-12.8429855611409,-1.7816632787982
7.025,-12.6133057620384,-1.84230230942687
7.0425,-12.3933421955299,-1.90142163589372
7.06,-12.1830710532386,-1.95913577899201
7.0775,-11.9824170781115,-2.01554882795071
7.095,-11.7912665746119,-2.07075536769217
7.1125,-11.6094778441423,-2.12484137220114
7.13,-11.4368895264251,-2.17788504469395
7.1475,-11.273327246036,-2.22995759445057
7.165,-11.1186088921806,-2.28112394630067
7.1825,-10.9725487993637,-2.3314433827268
7.2,-10.8349610461511,-2.38097012101706
7.2175,-10.7056620476233,-2.42975382933752
7.235,-10.5844725831397,-2.47784008633541
7.2525,-10.4712193734425,-2.52527078916495
7.27,-10.3657362988388,-2.57208451481348
7.2875,-10.2678653322482,-2.61831683940799
7.305,-10.177457246474,-2.66400061988035
7.3225,-10.0943721434836,-2.70916624201371
7.34,-10.0184798442022,-2.75384183851644
7.3575,-9.94966016989295,-2.79805348039587
7.375,-9.88780314024174,-2.84182534454406
7.3925,-9.83280910850184,-2.88517986011008
7.41,-9.78458885023948,-2.9281378359202
7.4275,-9.74306361917384,-2.97071857092179
7.445,-9.70816518117088,-3.01293994936571
7.4625,-9.67983583551101,-3.05481852220655
7.48,-9.65802843101107,-3.09636957598557
7.4975,-9.64270638336431,-3.1376071902676
7.515,-9.63384369910944,3.10464102265376
7.5325,-9.63142501090138,3.06399265197374
7.55,-9.63544562819552,3.02362230362954
7.5675,-9.64591160704333,2.98352035255805
7.585,-9.66283984240528,2.94367823934742
7.6025,-9.68625818619928,2.90408846803107
7.62,-9.71620559420312,2.86474461216012
7.6375,-9.75273230490565,2.82564132924109
7.655,-9.79590005344365,2.7867743837623
7.6725,-9.8457823238612,2.74814067917568
7.69,-9.90246464307714,2.70973829935635
7.7075,-9.96604492013842,2.67156656023313
7.725,-10.0366338345622,2.63362607247504
7.7425,-10.1143552778199,2.59591881633663
7.76,-10.1993468522793,2.55844823001561
7.7775,-10.2917604321791,2.52121931316813
7.795,-10.3917627914422,2.48423874756954
7.8125,-10.499536303311,2.447515037313
7.83,-10.6152797168599,2.4110586714206
7.8475,-10.7392090153543,2.37488231231802
7.865,-10.8715583610909,2.33900101431701
7.8825,-11.0125811306518,2.30343247708701
7.9,-11.1625510432695,2.268197340112
7.9175,-11.3217633829941,2.23331952536155
7.935,-11.4905363122457,2.19882663691017
7.9525,-11.669212269667,2.16475042807793
7.97,-11.8581594383038,2.13112734891961
7.9875,-12.0577732601159,2.097999189656
8.005,-12.268477958365,2.06541383903935
8.0225,-12.4907280086873,2.0334261808207
8.04,-12.7250094700288,2.0020991566114
8.0575,-12.9718410443753,1.97150502970336
8.075,-13.2317746740297,1.9417268920513
8.0925,-13.505395399477,1.91286046584459
8.11,-13.7933200787523,1.88501626208556
8.1275,-14.0961943951136,1.8583221714001
8.145,-14.4146873314681,1.83292657670531
8.1625,-14.7494819357549,1.8090020925398
8.18,-15.1012606967403,1.7867500499025
8.1975,-15.4706831324931,1.76640585436578
8.215,-15.8583521804646,1.74824534133868
8.2325,-16.264764560615,1.73259222143052
8.25,-16.6902383339923,1.71982662543488
8.2675,-17.1348082763598,1.71039457823255
8.285,-17.5980763837557,1.70481787941284
8.3025,-18.0790010245727,1.70370322577206
8.32,-18.5756047644067,1.70774829705773
8.3375,-19.0845798570928,1.71774070290447
8.355,-19.6007765126646,1.73454292154798
8.3725,-20.1165812325507,1.75905264301121
8.39,-20.6212449126269,1.792124039323
8.4075,-21.1003191993411,1.83443403353272
8.425,-21.5355071811968,1.88628430850092
8.4425,-21.9053826901646,1.94735291503258
8.46,-22.1874367394445,2.01645356449806
8.4775,-22.3615513348686,2.09141187238988
8.495,-22.4142009714501,2.16918086059479
8.5125,-22.3418390193523,2.24624159852379
8.53,-22.1518591481999,2.31918297252341
8.5475,-21.8606266719028,2.385239062032
8.565,-21.4895924935485,2.44259107495852
8.5825,-21.0612114982481,2.49038552146642
8.6,-20.5959498144712,2.52855360576493
8.6175,-20.1107548795885,2.55755763805819
8.635,-19.6187058473717,2.57815677038205
8.6525,-19.1293572719253,2.59123212203068
8.67,-18.6493683380685,2.59767446042982
8.6875,-18.1831687434023,2.59832135128675
8.705,-17.7335442810773,2.5939278079025
8.7225,-17.3021057744769,2.58515726764226
8.74,-16.8896446618602,2.57258372873611
8.7575,-16.4963935888331,2.55669928896585
8.775,-16.1222131504412,2.53792373623887
8.7925,-15.7667236365971,2.51661438015901
8.81,-15.4293968769875,2.4930752336419
8.8275,-15.1096196080001,2.46756517448225
8.845,-14.8067367278013,2.44030499576277
8.8625,-14.5200804491438,2.41148339278974
8.88,-14.2489896164602,2.38126199492459
8.8975,-13.9928221953001,2.34977956969623
8.915,-13.750963046317,2.3171555246607
8.9325,-13.5228284635377,2.28349282107852
8.95,-13.3078685120959,2.24888039871318
8.9675,-13.1055678888099,2.21339519601278
8.985,-12.9154458104204,2.17710383606074
9.0025,-12.7370552810787,2.14006403652552
9.02,-12.5699819831907,2.10232579150537
9.0375,-12.4138429602938,2.0639323645393
9.055,-12.2682852076987,2.02492112493925
9.0725,-12.1329842494841,1.98532425376837
9.09,-12.0076427544199,1.94516934103302
9.1075,-11.8919892252205,1.90447989178241
9.125,-11.7857767829061,1.86327575565756
9.1425,-11.6887820593336,1.82157349186353
9.16,-11.6008042050224,1.77938667944621
9.1775,-11.5216640154104,1.73672618104317
9.195,-11.4512031760709,1.69360036687647
9.2125,-11.3892836257821,1.65001530460092
9.23,-11.3357870353766,1.60597491966825
9.2475,-11.2906143997982,1.56148113007461
9.265,-11.2536857406106,1.51653395869576
9.2825,-11.2249399162256,1.47113162585307
9.3,-11.2043345372667,1.42527062427407
9.3175,-11.1918459847104,1.37894577819475
9.335,-11.187469528696,1.33215028798182
9.3525,-11.1912195461452,1.2848757613177
9.37,-11.2031298355489,1.23711223167853
9.3875,-11.2232540274469,1.18884816453154
9.405,-11.251666089223,1.14007045137539
9.4225,-11.2884609228372,1.09076439143085
9.44,-11.3337550540102,1.04091366044997
9.4575,-11.3876874111187,0.990500265735779
9.475,-11.4504201916374,0.939504486036859
9.4925,-11.5221398133224,0.887904794486417
9.51,-11.6030579464187,0.835677762172668
9.5275,-11.6934126219268,0.782797939234974
9.545,-11.7934694092607,0.72923770955013
9.5625,-11.9035226543617,0.674967114073074
9.58,-12.0238967662835,0.619953636686286
9.5975,-12.1549475361869,0.564161944945456
9.615,-12.2970634671942,0.507553576327571
9.6325,-12.4506670861368,0.450086558422872
9.65,-12.6162161981279,0.391714948881466
9.6675,-12.794205031068,0.33238827772984
9.685,-12.9851651981251,0.272050870796277
9.7025,-13.1896663798007,0.210641028293356
9.72,-13.4083165903418,0.148090026949727
9.7375,-13.6417618416524,0.0843209073046577
9.755,-13.8906849452918,0.0192469997274568
9.7725,-14.1558030907995,-0.0472298667045175
9.79,-14.4378636938967,-0.115221539129828
9.8075,-14.7376378032691,-0.18485617819638
9.825,-15.0559100645556,-0.256281448580218
9.8425,-15.3934638298132,-0.329668364636663
9.86,-15.7510594220323,-0.405215899679007
9.8775,-16.1294027529346,-0.483156463443449
9.895,-16.5291003662339,-0.563762326865426
9.9125,-16.9505954416322,-0.647353007079553
9.93,-17.3940772544651,-0.734303485577925
9.9475,-17.8593540022387,-0.825052864000473
9.965,-18.3456759112283,-0.920112577935538
9.9825,-18.85149266738,-1.02007245894093
10,-19.3741279097361,-1.12560158375002
