"Freq [GHz]","re(S(Rx_p1,Tx_p1)) []","im(S(Rx_p1,Tx_p1)) []"
1,0.06812451327,0.009356776645
1.01,0.06598783156,-0.01762970018
1.02,0.05366128896,-0.04152322999
1.03,0.03319023864,-0.05867199802
1.04,0.007848649002,-0.06651623131
1.05,-0.01838286783,-0.06396711377
1.06,-0.04144015313,-0.05155393399
1.07,-0.05780254992,-0.03132030667
1.08,-0.06502759675,-0.006489058133
1.09,-0.06211264867,0.01904948537
1.1,-0.04963039777,0.04134482749
1.11,-0.02962064266,0.05699480277
1.12,-0.00525820508,0.06366196109
1.13,0.01964914448,0.06041993435
1.14,0.04125363079,0.0478789401
1.15,0.05625933055,0.02807401189
1.16,0.06242234548,0.004136012812
1.17,0.05888384843,-0.02020158661
1.18,0.0462870092,-0.04118276075
1.19,0.02666238695,-0.05560607928
1.2,0.003101890513,-0.06131071054
1.21,-0.02072655703,-0.05749793526
1.22,-0.04114778062,-0.04484072035
1.23,-0.05504374532,-0.02536672898
1.24,-0.06032733629,-0.002134844547
1.25,-0.05625394104,0.0212434196
1.26,-0.04352464883,0.04116307707
1.27,-0.02416706997,0.05457922206
1.28,-0.001213809074,0.05947039452
1.29,0.02177067538,0.05514160782
1.3,0.04124135452,0.04232188121
1.31,0.05421719305,0.02304279318
1.32,0.05873573167,0.0003180756054
1.33,0.05414868645,-0.02232549362
1.34,0.0412142428,-0.04139323776
1.35,0.02197301139,-0.05395989354
1.36,-0.0005722717934,-0.05811683484
1.37,-0.02292331951,-0.05326110379
1.38,-0.04162700673,-0.04018261842
1.39,-0.05380702273,-0.02093696344
1.4,-0.05760493035,0.001475972659
1.41,-0.05246321641,0.0235775829
1.42,-0.03920730012,0.04194845226
1.43,-0.01991438008,0.05375576721
1.44,0.002410280119,0.05718916011
1.45,0.02429950118,0.05173809606
1.46,0.04236082273,0.03826832014
1.47,0.05380089219,0.01888579874
1.48,0.05685679141,-0.003390721206
1.49,0.05106781243,-0.02509795323
1.5,0.03734575188,-0.04286482671
1.51,0.01783282927,-0.05393486436
1.52,-0.0044309094,-0.05659343163
1.53,-0.02597939688,-0.05043369853
1.54,-0.04345866296,-0.03641997975
1.55,-0.05414798381,-0.0167383848
1.56,-0.05638323665,0.005542387325
1.57,-0.04981660018,0.02694780667
1.58,-0.03547195017,0.04413805973
1.59,-0.01558689602,0.05442851625
1.6,0.006734480884,0.05620911444
1.61,0.02800461772,0.04919711968
1.62,0.04489631666,0.03448341853
1.63,0.05476282754,0.01436452426
1.64,0.05605293306,-0.008014153162
1.65,0.04855586704,-0.02914867055
1.66,0.03343720595,-0.04572435187
1.67,0.01305938344,-0.05513552905
1.68,-0.009385853732,-0.0558957453
1.69,-0.03037615917,-0.04787373119
1.7,-0.04661076194,-0.03231747518
1.71,-0.05552964551,-0.01166177562
1.72,-0.0557180421,0.01085136501
