"Freq [GHz]","mag(S(Rx_p1,Tx_p1)) []","ang_rad(S(Rx_p1,Tx_p1)) [rad]"
1,0.0355606719018507,-2.983370101585
1.01,0.0360779818305042,-3.11020433770044
1.02,0.0365727987148733,3.0446279344457
1.03,0.0370396369540956,2.91488495287025
1.04,0.0374735142655004,2.78388301702868
1.05,0.0378699565281971,2.65175355472007
1.06,0.0382249981682659,2.51862725046725
1.07,0.0385351794699103,2.38463329554101
1.08,0.0387975422655418,2.24989897902337
1.09,0.0390096245385004,2.11454955136683
1.1,0.0391694548924746,1.97870828948492
1.11,0.0392755470474784,1.84249671819472
1.12,0.0393268949773196,1.70603494406773
1.13,0.0393229685296965,1.56944206409629
1.14,0.0392637100608006,1.43283662226513
1.15,0.0391495317782705,1.29633708734875
1.16,0.038981314007144,1.16006232719186
1.17,0.0387604043417507,1.02413205540164
1.18,0.0384886175396827,0.888667224640185
1.19,0.0381682359360709,0.753790335855767
1.2,0.037802010400163,0.61962563050019
1.21,0.0373931611930536,0.486299117242882
1.22,0.0369453785225195,0.353938389279293
1.23,0.0364628219897472,0.222672164343854
1.24,0.03595011807892,0.0926294750140146
1.25,0.0354123546338345,-0.0360615730590492
1.26,0.0348550706541915,-0.163275568806115
1.27,0.0342842396564151,-0.288892185154191
1.28,0.0337062441445323,-0.412799278961338
1.29,0.033127838590004,-0.53489677121113
1.3,0.0325560976434067,-0.655101330478704
1.31,0.0319983463929485,-0.773351823657275
1.32,0.0314620694829223,-0.889615379099423
1.33,0.0309547966166718,-1.00389379101638
1.34,0.0304839628565514,-1.11622982148538
1.35,0.0300567447929618,-1.22671279571482
1.36,0.0296798755839133,-1.33548275229034
1.37,0.0293594460147319,-1.44273234345219
1.38,0.0291007016853278,-1.54870574031026
1.39,0.0289078499310869,-1.65369401147075
1.4,0.0287838918304488,-1.75802681974809
1.41,0.0287304944775392,-1.86206076916013
1.42,0.0287479163019446,-1.96616525137396
1.43,0.0288349935700352,-2.07070706024389
1.44,0.0289891897315183,-2.17603525897614
1.45,0.0292067028024877,-2.28246774379503
1.46,0.0294826201537455,-2.39028064667324
1.47,0.0298111062969239,-2.49970125824511
1.48,0.0301856078523718,-2.61090463160948
1.49,0.0305990608190245,-2.72401356694861
1.5,0.0310440877331241,-2.83910135921905
1.51,0.0315131759352611,-2.95619652245512
1.52,0.0319988316508282,-3.07528870235123
1.53,0.0324937079174563,3.08685023426363
1.54,0.0329907067687786,2.96391863776581
1.55,0.0334830578646925,2.83919103442506
1.56,0.033964376585915,2.71277169259091
1.57,0.0344287050777244,2.58477551070512
1.58,0.0348705395502842,2.45532440253989
1.59,0.0352848470296779,2.32454443911189
1.6,0.0356670741290433,2.19256367479261
1.61,0.0360131500951715,2.05951056069454
1.62,0.0363194859212877,1.92551285226105
1.63,0.0365829707937837,1.79069691788728
1.64,0.0368009671219217,1.6551873722702
1.65,0.0369713046574321,1.51910695989956
1.66,0.0370922744941774,1.38257663378854
1.67,0.0371626232392149,1.24571577854639
1.68,0.0371815476410579,1.108642539144
1.69,0.0371486897798367,0.971474220467085
1.7,0.0370641331797532,0.834327730634236
1.71,0.0369283994407904,0.697320043051294
1.72,0.0367424459427852,0.560568651328092
1.73,0.0365076640840332,0.424191994651698
1.74,0.0362258783220787,0.288309827947046
1.75,0.0358993456726676,0.153043504580504
1.76,0.0355307554380243,0.0185161365953045
1.77,0.0351232290840019,-0.115147409631164
1.78,0.0346803193929778,-0.247820736328098
1.79,0.0342060087489402,-0.37937641717371
1.8,0.0337047052816005,-0.509686855073053
1.81,0.0331812361056886,-0.638625576778469
1.82,0.032640836007643,-0.766069056464505
1.83,0.0320891299396686,-0.891899164398966
1.84,0.0315321070475403,-1.01600632051985
1.85,0.0309760837774645,-1.13829342185251
1.86,0.03042765310728,-1.25868055847671
1.87,0.0298936171164959,-1.37711046459706
1.88,0.0293808998868413,-1.49355454975866
1.89,0.0288964387645198,-1.60801921565594
1.9,0.0284470529712366,-1.72055200997024
1.91,0.0280392904041581,-1.83124700774193
1.92,0.0276792564687304,-1.9402486843386
1.93,0.0273724312403423,-2.04775349400169
1.94,0.0271234851308617,-2.15400843876097
1.95,0.0269361053517908,-2.2593061423151
1.96,0.0268128473830565,-2.36397631959237
1.97,0.0267550250836772,-2.46837402336242
1.98,0.0267626505890512,-2.57286553612875
1.99,0.026834430632427,-2.67781318885753
2,0.0269678201959893,-2.78356055949198
2.01,0.0271591282391918,-2.89041944598589
2.02,0.0274036654428385,-2.99865970356202
2.03,0.0276959203154918,-3.10850256484358
2.04,0.0280297494065187,3.0630677425414
2.05,0.028398568025458,2.94956256043035
2.06,0.0287955305844737,2.83409777976436
2.07,0.0292136925972886,2.71664785898938
2.08,0.029646150184402,2.59722526407179
2.09,0.0300861552203033,2.47587416404274
2.1,0.030527206853044,2.35266421265032
2.11,0.0309631214955753,2.22768479052842
2.12,0.0313880841294858,2.10103991961383
2.13,0.0317966840995357,1.97284395239278
2.14,0.0321839385630548,1.84321804722319
2.15,0.0325453062728592,1.71228738719528
2.16,0.0328766943014792,1.58017906319975
2.17,0.0331744595387338,1.44702053123972
2.18,0.0334354066825829,1.31293855044536
2.19,0.0336567838980602,1.1780585133903
2.2,0.0338362770917036,1.04250409095575
2.21,0.0339720035449779,0.90639712012858
2.22,0.0340625053162095,0.769857684641856
2.23,0.0341067429107557,0.633004332208324
2.24,0.0341040892504106,0.495954395326182
2.25,0.0340543243311589,0.358824380489355
2.26,0.0339576304496478,0.22173039717798
2.27,0.0338145881787257,0.0847886031068267
2.28,0.033626173024438,-0.051884359868058
2.29,0.0333937527530069,-0.18817096175986
2.3,0.0331190852006779,-0.323952439796181
2.31,0.0328043165832321,-0.459108543693617
2.32,0.032451979949636,-0.593517405049368
2.33,0.0320649935148195,-0.727055576094881
2.34,0.0316466585431191,-0.859598288110041
2.35,0.0312006559512295,-0.991019992065362
2.36,0.0307310412061793,-1.12119525161307
2.37,0.0302422362612476,-1.25000007163952
2.38,0.0297390173185043,-1.37731374967315
2.39,0.0292264968375809,-1.50302133524791
2.4,0.0287100979485393,-1.62701677993676
2.41,0.028195518823061,-1.74920682907498
2.42,0.0276886848797485,-1.86951566454177
2.43,0.0271956859743625,-1.98789023601095
2.44,0.0267226965257714,-2.10430611284627
2.45,0.0262758768218499,-2.21877356536855
2.46,0.0258612548000523,-2.33134342283672
2.47,0.025484589763533,-2.44211212180002
2.48,0.025151221142151,-2.55122523366259
2.49,0.024865908542036,-2.65887872712802
2.5,0.0246326719694763,-2.76531730637679
2.51,0.0244546430195164,-2.87082938756779
2.52,0.0243339392844263,-2.97573864426241
2.53,0.0242715735641261,-3.08039252009714
2.54,0.0242674070986844,3.09803674478064
2.55,0.0243201521669753,2.99282550742079
2.56,0.0244274242483025,2.88682475708651
2.57,0.0245858390058599,2.77973133704713
2.58,0.0247911449328692,2.67128294540286
2.59,0.0250383799227891,2.56126449128991
2.6,0.0253220393657085,2.44951101812004
2.61,0.0256362440150971,2.33590749294818
2.62,0.0259748983570851,2.22038606211417
2.63,0.0263318327822683,2.10292149957523
2.64,0.0267009257609463,1.98352558140431
2.65,0.0270762047060037,1.86224102397862
2.66,0.0274519260996121,1.73913550225527
2.67,0.0278226366807469,1.61429608650451
2.68,0.0281832182122288,1.48782431983519
2.69,0.0285289185663405,1.35983203066269
2.7,0.0288553719437125,1.2304378973979
2.71,0.0291586105414713,1.09976472555638
2.72,0.029435069842799,0.96793736543473
2.73,0.0296815894281091,0.835081186012763
2.74,0.0298954104159208,0.701321014996118
2.75,0.030074170983084,0.566780459082728
2.76,0.0302159004606538,0.431581534106551
2.77,0.0303190129603906,0.295844532663235
2.78,0.0303823005874532,0.159688077267263
2.79,0.030404926974917,0.0232293123642284
2.8,0.0303864210174272,-0.113415805055208
2.81,0.0303266710755207,-0.250132147910055
2.82,0.0302259197892243,-0.386805022724094
2.83,0.0300847593611092,-0.523319760520095
2.84,0.0299041275130436,-0.659561316649305
2.85,0.0296853038123821,-0.795413906275257
2.86,0.0294299065882562,-0.93076070233248
2.87,0.0291398899198631,-1.06548362295168
2.88,0.0288175409730169,-1.19946324552695
2.89,0.028465476818188,-1.33257889130443
2.9,0.0280866409800353,-1.46470892515385
2.91,0.0276842986748999,-1.59573133545842
2.92,0.0272620303719499,-1.72552465617875
2.93,0.0268237227799106,-1.85396930952022
2.94,0.0263735559647282,-1.98094944792164
2.95,0.0259159856128983,-2.10635537300033
2.96,0.0254557185055386,-2.23008659814941
2.97,0.0249976796347496,-2.35205559933797
2.98,0.0245469688773653,-2.4721922440401
2.99,0.0241088053009596,-2.59044883345892
3,0.0236884574503787,-2.70680558058093
3.01,0.0232911582590693,-2.82127624695703
3.02,0.0229220045798011,-2.93391350549191
3.03,0.0225858424605392,-3.0448134857776
3.04,0.0222871411963427,3.12906645498387
3.05,0.0220298614332603,3.02116555881286
3.06,0.0218173245725204,2.9144332845757
3.07,0.0216520923190174,2.80859294385135
3.08,0.0215358661721202,2.70333500052132
3.09,0.021469415937779,2.59832781621278
3.1,0.0214525445589395,2.49323036348351
3.11,0.0214840931754277,2.38770580258535
3.12,0.0215619865892125,2.28143466950732
3.13,0.0216833149441309,2.17412649318363
3.14,0.0218444445917897,2.06552891756548
3.15,0.022041148371509,1.9554337855469
3.16,0.0222687455031307,1.84368007756483
3.17,0.0225222415348376,1.73015395187756
3.18,0.0227964607811786,1.61478640970712
3.19,0.023086165703646,1.49754923337938
3.2,0.0233861599661855,1.37844986359616
3.21,0.0236913740253549,1.25752580745494
3.22,0.0239969335162368,1.13483905328443
3.23,0.0242982118140921,1.01047082991318
3.24,0.0245908687676827,0.884516920415411
3.25,0.0248708778424427,0.757083640257717
3.26,0.0251345438915212,0.628284504226016
3.27,0.0253785135271389,0.498237555367096
3.28,0.0255997799876339,0.367063298621308
3.29,0.0257956838733762,0.234883161889245
3.3,0.0259639110329313,0.101818404986292
3.31,0.0261024884585336,-0.0320106011015788
3.32,0.0262097790149209,-0.166484796202661
3.33,0.0262844754886882,-0.301486615961149
3.34,0.0263255942827231,-0.43689999465549
3.35,0.0263324692439658,-0.572610230138095
3.36,0.0263047455439652,-0.708503747786653
3.37,0.0262423740088696,-0.84446780137473
3.38,0.0261456056971434,-0.980390129867844
3.39,0.0260149870108369,-1.11615860491703
3.4,0.0258513551084763,-1.25166088555041
3.41,0.0256558338082978,-1.38678410921316
3.42,0.0254298296144078,-1.52141464270969
3.43,0.0251750280503178,-1.6554379232541
3.44,0.0248933898235827,-1.78873842232313
3.45,0.0245871469004688,-1.92119977293186
3.46,0.0242587978763791,-2.05270510531374
3.47,0.0239111023649046,-2.1831376445945
3.48,0.0235470738944228,-2.31238163363819
3.49,0.0231699705431712,-2.44032364013724
3.5,0.0227832824025842,-2.56685432664106
3.51,0.0223907150061081,-2.69187073861894
3.52,0.0219961673632769,-2.81527917446727
3.53,0.0216037032213278,-2.93699865348264
3.54,0.0212175142794221,-3.05696498030974
3.55,0.0208418737371213,3.10804998545985
3.56,0.0204810791382189,2.99169216613173
3.57,0.0201393836800105,2.87713208156387
3.58,0.0198209160514577,2.76431887379984
3.59,0.0195295898662237,2.65316163153944
3.6,0.0192690051463659,2.54352672762031
3.61,0.0190423459114947,2.43523704954264
3.62,0.0188522791897987,2.32807361957537
3.63,0.0187008624039429,2.22177992311677
3.64,0.0185894660155649,2.11606897581922
3.65,0.0185187183885414,2.01063283221626
3.66,0.0184884782471709,1.90515386974548
3.67,0.0184978377654344,1.79931692336476
3.68,0.0185451564957609,1.69282120281566
3.69,0.0186281234503556,1.58539095821743
3.7,0.0187438419820111,1.47678406372639
3.71,0.0188889306202827,1.36679799712385
3.72,0.0190596323092416,1.25527305186887
3.73,0.0192519248871752,1.14209294138815
3.74,0.0194616266849313,1.0271831964921
3.75,0.0196844929387965,0.910507898068339
3.76,0.0199163000182977,0.792065317671078
3.77,0.0201529162888982,0.671883001407523
3.78,0.0203903596172374,0.550012732097175
3.79,0.0206248422318747,0.426525710462775
3.8,0.0208528044015161,0.301508158349572
3.81,0.021070938586671,0.175057482525655
3.82,0.0212762056685989,0.0472790354597271
3.83,0.0214658450018259,-0.0817165272905054
3.84,0.0216373794751441,-0.211815335015204
3.85,0.0217886170744218,-0.342901894715509
3.86,0.0219176497020569,-0.474860256844176
3.87,0.0220228502222446,-0.607574822553625
3.88,0.0221028682239887,-0.7409308570695
3.89,0.0221566251062486,-0.874814767676356
3.9,0.0221833087175455,-1.00911419470027
3.91,0.0221823678684684,-1.14371796564669
3.92,0.0221535069481386,-1.27851594235035
3.93,0.0220966805747706,-1.41339879774317
3.94,0.0220120885756652,-1.54825774993456
3.95,0.021900171221049,-1.68298427816005
3.96,0.0217616046654113,-1.81746984397564
3.97,0.021597296697525,-1.95160564234414
3.98,0.0214083825420332,-2.08528240838625
3.99,0.0211962208726923,-2.21839030321444
4,0.0209623896522243,-2.35081891664888
4.01,0.0207086817690446,-2.48245741401164
4.02,0.0204371001788188,-2.61319487379855
4.03,0.0201498521979027,-2.74292086033451
4.04,0.0198493425813169,-2.87152628406006
4.05,0.0195381648954824,-2.99890460197878
4.06,0.0192190904468828,-3.12495341928162
4.07,0.0188950542274084,3.03360876417658
4.08,0.0185691367783108,2.91049877904661
4.09,0.018244541198328,2.7889775684968
4.1,0.017924564250265,2.66910540087249
4.11,0.0176125605540306,2.55092318557974
4.12,0.0173118991744128,2.4344481846752
4.13,0.0170259119990525,2.31966964260619
4.14,0.0167578340883237,2.20654464920785
4.15,0.016510736646303,2.09499461672034
4.16,0.0162874543528071,1.98490284448081
4.17,0.0160905098096416,1.87611363137777
4.18,0.0159220387736614,1.76843336535159
4.19,0.0157837208895312,1.66163387683682
4.2,0.0156767206477291,1.55545813403484
4.21,0.0156016438085992,1.44962808306657
4.22,0.0155585127805044,1.34385415769963
4.23,0.0155467640370127,1.23784573889196
4.24,0.0155652677409465,1.13132170073329
4.25,0.0156123685547702,1.02402016845036
4.26,0.0156859441984573,0.915706730179428
4.27,0.0157834772986539,0.806180573977942
4.28,0.0159021352906319,0.695278299657961
4.29,0.0160388531063555,0.582875430840577
4.3,0.0161904140604822,0.468885881436356
4.31,0.0163535253305159,0.353259778899255
4.32,0.0165248853330116,0.235980116250334
4.33,0.0167012418420638,0.117058691941672
4.34,0.0168794401791146,-0.00346824769976443
4.35,0.0170564618451462,-0.1255443411166
4.36,0.0172294544413018,-0.249097183735486
4.37,0.0173957538362368,-0.374041989747819
4.38,0.0175528998374063,-0.500284765958084
4.39,0.0176986465028329,-0.627724973821602
4.4,0.0178309682921034,-0.756257692508577
4.41,0.0179480628237179,-0.885775325414871
4.42,0.0180483512392948,-1.01616889879633
4.43,0.01813047676207,-1.14732900784918
4.44,0.0181933020091558,-1.27914647342642
4.45,0.0182359054391856,-1.4115127537772
4.46,0.0182575772992987,-1.54432016578037
4.47,0.01825781532976,-1.67746195459736
4.48,0.0182363202923308,-1.81083224986253
4.49,0.0181929915812684,-1.9443259395752
4.5,0.0181279228872264,-2.07783849096137
4.51,0.0180413980347122,-2.21126574138791
4.52,0.0179338869198667,-2.34450368671351
4.53,0.017806041642157,-2.47744828384753
4.54,0.0176586927145276,-2.60999529770953
4.55,0.0174928452942465,-2.74204021136145
4.56,0.0173096754081421,-2.87347823137602
4.57,0.0171105259774224,-3.00420441482507
4.58,0.0168969024376089,-3.13411395456003
4.59,0.0166704679145946,3.02008264486084
4.6,0.0164330374301827,2.89211761726169
4.61,0.0161865709984146,2.76527677089559
4.62,0.0159331650985564,2.6396569210378
4.63,0.0156750420354798,2.5153494827328
4.64,0.0154145366401735,2.39243834433229
4.65,0.0151540796413809,2.27099730911137
4.66,0.014896177140359,2.15108711369078
4.67,0.014643385333826,2.03275206349322
4.68,0.0143982801805974,1.91601638235228
4.69,0.0141634213989912,1.80088043661797
4.7,0.0139413108674482,1.68731706179853
4.71,0.0137343457027802,1.5752682926457
4.72,0.0135447670582314,1.46464285680288
4.73,0.0133746060436672,1.35531481926753
4.74,0.0132256293315899,1.24712374834723
4.75,0.0130992870592821,1.13987669591254
4.76,0.0129966665045067,1.0333521422888
4.77,0.012918454936332,0.927305863175565
4.78,0.0128649145064769,0.821478440590931
4.79,0.0128358717189699,0.71560393897523
4.8,0.0128307224824707,0.609419090044991
4.81,0.012848452683045,0.502672266632924
4.82,0.0128876728171756,0.395131549276929
4.83,0.0129466640756524,0.286591325038965
4.84,0.0130234326260684,0.176877050335511
4.85,0.0131157684506204,0.0658480412970232
4.86,0.0132213051874239,-0.0466016338603976
4.87,0.0133375781132763,-0.160543921841525
4.88,0.0134620778235904,-0.276018861463754
4.89,0.0135922980465735,-0.393037585898544
4.9,0.0137257767365268,-0.511585874676712
4.91,0.0138601303525402,-0.631627924697327
4.92,0.0139930812915705,-0.753110086853322
4.93,0.0141224793548221,-0.87596437022102
4.94,0.0142463176616775,-1.00011160536323
4.95,0.0143627441263253,-1.125464194317
4.96,0.0144700690408944,-1.2519284278597
4.97,0.0145667697161401,-1.37940638581111
4.98,0.0146514927004035,-1.50779744480723
4.99,0.014723054271508,-1.63699943856718
5,0.0147804395203099,-1.76690951577887
5.01,0.0148228005974961,-1.89742474232335
5.02,0.0148494542136903,-2.02844249351907
5.03,0.0148598788179571,-2.15986067520538
5.04,0.0148537115375656,-2.29157780951224
5.05,0.0148307449213293,-2.42349302376827
5.06,0.0147909238216499,-2.55550596000724
5.07,0.0147343422041953,-2.68751664107845
5.08,0.0146612400729114,-2.81942530961404
5.09,0.0145720005596586,-2.95113226720236
5.1,0.0144671469717339,-3.08253772924986
5.11,0.014347340015204,3.06964358400185
5.12,0.0142133749234021,2.93914125605781
5.13,0.0140661786246554,2.80924096375355
5.14,0.0139068066540517,2.68004307598902
5.15,0.0137364398043219,2.55164763589222
5.16,0.0135563802605745,2.42415384620786
5.17,0.0133680471306196,2.2976593320707
5.18,0.0131729709223167,2.17225913138598
5.19,0.0129727868177442,2.0480443781974
5.2,0.012769226226366,1.9251006414691
5.21,0.0125641063217122,1.80350588587159
5.22,0.0123593169980334,1.6833280478174
5.23,0.0121568047442778,1.56462223626915
5.24,0.0119585531069753,1.44742760591571
5.25,0.0117665591032472,1.33176399835483
5.26,0.0115828056165542,1.2176285013037
5.27,0.0114092295186369,1.10499213875626
5.28,0.0112476859679281,0.993796966218215
5.29,0.0110999095212499,0.883953889459307
5.3,0.0109674733420613,0.775341552246213
5.31,0.0108517481222239,0.667806610863721
