"Freq [GHz]","mag(S(Rx_p1,Tx_p1)) []","ang_rad(S(Rx_p1,Tx_p1)) [rad]"
1,0.00338367612295049,2.13442341171851
1.01,0.00337547717208872,1.87655748456734
1.02,0.00336754602933875,1.61873407648457
1.03,0.00335989010801073,1.36094827549177
1.04,0.00335251561502712,1.10319499781925
1.05,0.00334542753039168,0.845469012883418
1.06,0.00333862960590591,0.587764971380745
1.07,0.00333212435468987,0.330077430757024
1.08,0.00332591305359395,0.0724008834532092
1.09,0.00331999575356454,-0.185270215356453
1.1,0.00331437129339522,-0.442941420024985
1.11,0.00330903731341119,-0.700618266173744
1.12,0.0033039902824223,-0.95830624479848
1.13,0.00329922552912098,-1.2160107734565
1.14,0.00329473727216917,-1.47373717241501
1.15,0.00329051866368079,-1.73149063779797
1.16,0.00328656182883834,-1.98927621869393
1.17,0.00328285791503678,-2.24709879375939
1.18,0.00327939714532608,-2.50496305115505
1.19,0.0032761688696055,-2.76287346665617
1.2,0.003273161626614,-3.02083428796426
1.21,0.00327036320057639,3.0043357908065
1.22,0.00326776068573417,2.74626241383641
1.23,0.00326534055271845,2.48812742066945
1.24,0.00326308870946548,2.22992762679662
1.25,0.00326099057477017,1.97166014190103
1.26,0.00325903114058453,1.71332237552193
1.27,0.00325719504264458,1.45491204386058
1.28,0.00325546662638039,1.1964271727046
1.29,0.00325383001596206,0.93786610007396
1.3,0.00325226917725506,0.679227476149271
1.31,0.00325076798780534,0.420510262639949
1.32,0.00324931029652082,0.161713729802127
1.33,0.0032478799894483,-0.0971625465172833
1.34,0.00324646104479276,-0.356118691142447
1.35,0.00324503759764489,-0.615154534373403
1.36,0.00324359399010632,-0.874269620710649
1.37,0.00324211482811942,-1.1334632168423
1.38,0.00324058503075525,-1.3927343186735
1.39,0.00323898988018516,-1.6520816638861
1.4,0.00323731506369064,-1.91150374019934
1.41,0.00323554672073182,-2.17099879715636
1.42,0.00323367147894809,-2.43056485706845
1.43,0.0032316764932495,-2.69019972662587
1.44,0.00322954947908557,-2.94990100842314
1.45,0.00322727874330753,3.07351919297506
1.46,0.00322485321230515,2.81369303170476
1.47,0.0032222624570354,2.55380875015497
1.48,0.00321949671645521,2.29386943902075
1.49,0.00321654691889102,2.03387833122936
1.5,0.00321340469282971,1.77383879126025
1.51,0.0032100623888958,1.51375430095264
1.52,0.00320651308676695,1.25362844961926
1.53,0.00320275060666647,0.993464921735194
1.54,0.00319876951265973,0.733267484602039
1.55,0.0031945651249426,0.473039977829631
1.56,0.00319013351352675,0.212786302197089
1.57,0.00318547150332424,-0.0474895918427062
1.58,0.00318057666871926,-0.307783714371083
1.59,0.00317544733430114,-0.568092046640164
1.6,0.00317008256500559,-0.828410551402534
1.61,0.00316448215704179,-1.08873518331024
1.62,0.00315864663405526,-1.34906189790949
