"Freq [GHz]","mag(S(Rx_p1,Tx_p1)) []","ang_rad(S(Rx_p1,Tx_p1)) [rad]"
1,0.0322206979191412,1.6128554046124
1.01,0.0324481316717807,1.43758349147263
1.02,0.0326460287468284,1.26231858204445
1.03,0.0328142056868824,1.0870544435923
1.04,0.0329525115309644,0.911785103175399
1.05,0.0330608279448585,0.736504791006283
1.06,0.0331390692277887,0.561207886773662
1.07,0.0331871823986324,0.385888870764071
1.08,0.0332051472214913,0.210542274988705
1.09,0.0331929761560344,0.0351626362462149
1.1,0.0331507143237318,-0.140255548887584
1.11,0.0330784394262625,-0.315717870529703
1.12,0.0329762616679969,-0.491230052427277
1.13,0.0328443235870596,-0.666797999579607
1.14,0.032682799885044,-0.842427848534206
1.15,0.0324918972867912,-1.01812602210743
1.16,0.0322718542820543,-1.19389928407865
1.17,0.0320229409232074,-1.3697548026861
1.18,0.0317454585235757,-1.5457002174992
1.19,0.0314397394528341,-1.72174371467391
1.2,0.031106146792506,-1.89789410975901
1.21,0.0307450740782524,-2.07416094107119
1.22,0.0303569449814454,-2.25055457539317
1.23,0.0299422130330008,-2.42708632721105
1.24,0.029501361315784,-2.60376859726395
1.25,0.0290349022092961,-2.78061502872836
1.26,0.0285433771523885,-2.95764069047144
1.27,0.028027356416453,-3.13486228925882
1.28,0.0274874389724616,2.97088688995525
1.29,0.0269242524535702,2.79321546421201
1.3,0.0263384530956876,2.61528545169065
1.31,0.0257307259396226,2.43707063643939
1.32,0.0251017851265602,2.25854138708153
1.33,0.0244523743757377,2.07966407650069
1.34,0.0237832677329704,1.90040037515053
1.35,0.0230952707180894,1.72070639896554
1.36,0.0223892217377324,1.5405316660359
1.37,0.0216659942093801,1.35981781467978
1.38,0.0209264992598666,1.17849701806535
1.39,0.0201716893524406,0.996490006458393
1.4,0.0194025631812152,0.813703586781796
1.41,0.018620172000845,0.630027496913272
1.42,0.0178256281671632,0.445330397856135
1.43,0.0170201164076829,0.259454704575365
1.44,0.0162049089571023,0.0722098736904362
