"Freq [GHz]","dB(S(1,1)) []","ang_rad(S(1,1)) [rad]"
9.26,-13.212443049673,0.730879041252726
9.295,-13.2226126758167,0.631952138507509
9.33,-13.2787687099264,0.532985879956896
9.365,-13.3820752372384,0.433892644079691
9.4,-13.5343799683374,0.334588351862571
9.435,-13.7383041432198,0.234991982985912
9.47,-13.9973728312495,0.135025343164781
9.505,-14.316199914557,0.0346129405472459
9.54,-14.700750580704,-0.0663182163809999
9.575,-15.1587181943123,-0.16783918336827
9.61,-15.7000765302316,-0.270020478353807
9.645,-16.3379116191455,-0.372935147513141
9.68,-17.0897190106653,-0.476665072833518
9.715,-17.9795150610592,-0.581313694824541
9.75,-19.0414591050984,-0.687032086726812
9.785,-20.3264947784101,-0.794075109831214
9.82,-21.9156268577123,-0.902933357651075
9.855,-23.9497802215607,-1.0146882774905
9.89,-26.7095182231299,-1.13219330593042
9.925,-30.8966676254572,-1.26571876250591
9.96,-39.4274152331147,-1.49552237251311
9.995,-42.0254218212375,2.00855584288863
10.03,-31.7610892004357,1.71623753149388
10.065,-27.1842323965224,1.57837208098945
10.1,-24.2405504033516,1.46074631285033
10.135,-22.0917704216889,1.35022989046917
10.17,-20.419633256658,1.24348105661354
10.205,-19.0684659706053,1.139326678752
10.24,-17.9501020833961,1.03729253633246
10.275,-17.0094814721287,0.937178330777066
10.31,-16.2096994248704,0.838902434786693
10.345,-15.5246520594301,0.742435869198389
10.38,-14.9350785714482,0.647771309931444
10.415,-14.4262806687984,0.554907739300127
10.45,-13.9867352949903,0.463842820979394
10.485,-13.6072123941458,0.374569390527536
10.52,-13.2801923153314,0.287074258618433
10.555,-12.9994682253004,0.201338353560203
10.59,-12.7598666878956,0.11733764539144
10.625,-12.557045984262,0.0350445203946353
10.66,-12.3873469527907,-0.0455705915679065
10.695,-12.2476801771108,-0.12453745008582
10.73,-12.1354388844757,-0.201884154296245
10.765,-12.0484303725751,-0.277635227126539
10.8,-11.9848209701309,-0.351809621861375
10.835,-11.9430909247645,-0.424418617306825
10.87,-11.9219964770083,-0.49546355061997
10.905,-11.9205368849943,-0.56493332303748
10.94,-11.9379244034104,-0.632801602806651
10.975,-11.9735552405483,-0.699023642146078
11.01,-12.026979335051,-0.763532622988277
11.045,-12.0978664029323,-0.826235453621269
11.08,-12.185965083344,-0.887007962446438
11.115,-12.2910511293203,-0.945689488224237
11.15,-12.4128594282004,-1.0020769683448
11.185,-12.5509932205452,-1.05591880890858
11.22,-12.7048023525123,-1.10690912883507
11.255,-12.8732211185271,-1.15468346848296
11.29,-13.0545560571436,-1.19881781857484
11.325,-13.2462165713239,-1.23883392627403
11.36,-13.4443892784373,-1.27421526928652
11.395,-13.6436748386544,-1.30443964216112
11.43,-13.8367387795772,-1.32903529789733
11.465,-14.0140784540752,-1.34766657679777
11.5,-14.164070010413,-1.36024956855918
11.535,-14.2735038238951,-1.36708609704265
11.57,-14.328786523907,-1.3689852341398
11.605,-14.3178147806547,-1.36732259935574
11.64,-14.2322021393352,-1.36398466418078
11.675,-14.0692039327201,-1.3611743066784
11.71,-13.8326012698781,-1.36111195816351
11.745,-13.5321452505806,-1.36572096414028
11.78,-13.1817700332015,-1.37639566974503
11.815,-12.797254726988,-1.3939080263165
11.85,-12.3940728991419,-1.41844626215637
11.885,-11.9858858347824,-1.44973746702256
11.92,-11.58377711723,-1.48719874257386
11.955,-11.1960889521751,-1.53007714918775
11.99,-10.8286423101674,-1.57755935642974
12.025,-10.4851468352452,-1.62884731835603
12.06,-10.1676666755756,-1.68320434105534
12.095,-9.87706584568874,-1.73997851635468
12.13,-9.61339781833014,-1.79861018903542
12.165,-9.37622861898948,-1.85862868056432
12.2,-9.1648948335497,-1.91964184276936
12.235,-8.97870154488924,-1.98132055348578
12.27,-8.81706272800025,-2.04337915175618
12.305,-8.6795792020983,-2.10555218915613
12.34,-8.56603776035691,-2.16756803939622
12.375,-8.47630240467047,-2.229121382116
12.41,-8.41006319992501,-2.28984995757011
12.445,-8.36642813677885,-2.34932620499333
12.48,-8.3434128376755,-2.40707905357325
12.515,-8.33750795803999,-2.46265888498607
12.55,-8.34362336112182,-2.51574150082153
12.585,-8.35567347830608,-2.56623570870409
12.62,-8.36776349668702,-2.61433572393508
12.655,-8.37550284718502,-2.66047561803597
12.69,-8.37680495257008,-2.70519959349508
12.725,-8.37184560740147,-2.74901256837828
12.76,-8.3623655924453,-2.79227587635918
12.795,-8.35077113431493,-2.83517196778478
12.83,-8.339397249405,-2.87772243786313
12.865,-8.3300643441211,-2.91983016605564
12.9,-8.32388610525784,-2.96132326575703
12.935,-8.32122920208946,-3.00199080802701
12.97,-8.32173955496108,-3.04160910571867
13.005,-8.32438561542321,-3.07996132541463
13.04,-8.32750058521948,-3.11685396968075
13.075,-8.32882650656621,3.13105226767061
13.11,-8.32557512983894,3.09748391886088
13.145,-8.31452562536444,3.06564803474392
13.18,-8.29217824622516,3.0354727878655
13.215,-8.25497535425686,3.00677805616977
13.25,-8.19958631622066,2.97926822890138
13.285,-8.12323226556071,2.95253666882412
13.32,-8.0240057409846,2.92608456820067
13.355,-7.90112697214134,2.89935408735588
13.39,-7.75508113424771,2.87177203254677
13.425,-7.58760215928637,2.84279719973406
13.46,-7.40150314290872,2.81196320887531
13.495,-7.20038863392262,2.77890979696046
13.53,-6.98830718629695,2.7433986482606
13.565,-6.76940673922587,2.70531362887369
13.6,-6.54764264251114,2.66464839837205
13.635,-6.32656642730326,2.62148600337424
13.67,-6.10920158523937,2.57597517775405
13.705,-5.89799654087013,2.52830715707088
13.74,-5.69483654470322,2.47869547324082
13.775,-5.501094289818,2.42735990861554
13.81,-5.31770132724922,2.3745148093835
13.845,-5.14522653688833,2.32036134702988
13.88,-4.98395237029143,2.26508302122913
13.915,-4.8339434248426,2.2088436243683
13.95,-4.69510480444697,2.15178694584096
13.985,-4.56722967830491,2.09403761360723
14.02,-4.45003663118197,2.03570260595898
14.055,-4.34319801227221,1.97687309275119
14.09,-4.24636072381096,1.91762637131153
14.125,-4.15916089333203,1.85802774503412
14.16,-4.08123375057431,1.79813225396135
14.195,-4.01221985105941,1.73798620999119
14.23,-3.95176859559773,1.67762851864987
14.265,-3.89953981187087,1.6170917882397
14.3,-3.85520400199551,1.55640323859021
14.335,-3.81844172241423,1.49558542791914
14.37,-3.78894244927674,1.43465681916384
14.405,-3.76640319132608,1.37363220779713
14.44,-3.75052704006637,1.31252303244326
14.475,-3.74102179045988,1.25133758813049
14.51,-3.73759872165571,1.19008116013096
14.545,-3.73997159378245,1.12875609428453
14.58,-3.74785589157626,1.06736181763022
14.615,-3.76096832690679,1.00589482116566
14.65,-3.77902659879295,0.944348614675357
14.685,-3.80174940023743,0.882713661842692
14.72,-3.82885665533651,0.820977302306507
14.755,-3.86006996699313,0.759123665949899
14.79,-3.89511325464838,0.697133583523291
14.825,-3.93371356231813,0.634984496708412
14.86,-3.97560201951288,0.572650369927328
14.895,-4.0205149410204,0.510101605591996
14.93,-4.06819505577233,0.447304964077202
14.965,-4.11839285986296,0.384223489484347
15,-4.17086809402741,0.320816442248899
